,TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description,answer,parsed_entities,missing_failure_locations,missing_boundaries
3,Autoclave_DoubleDoor_Sliding_V0,Autoclave - Sliding Double Door,"The equipment Autoclave - Sliding Double Door, is categorized as Facility Asset and has the following boundary: An Autoclave with double sliding doors for cleaning and sterilizing pharmaceutical or laboratory equipment is comprised of: - Autoclave (Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation) - Control Panel and Enclosure (Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.) - E-Stops and Interlocks - Fasteners and Hardware - Filter - Compressed Air - Flex Hoses, Flex Lines, and Fittings - Ground or Earth Connection - Heat Exchanger - Sample Cooler - Heat Exchanger (Plate Type) - Instrumentation - Gauges or Indicators (Temperature, Pressure) - Instrumentation - Indicator, Transmitter, Sensor Element, & Switch (Level, - Pressure, Temperature) - Flow Restrictors - Pipe - Instrument Penetrations, and Thermowells - Pipe and Fittings - Pipe Insulation - PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen) - Pump - Vacuum (Liquid Ring) and Motor - Pump (Vertical - Multistage) and Motor - Separator - Silencer(s) - Steam Trap (Balanced Pressure Thermostatic Type) - Strainer - Tank - Tri-Clamp Isolation Devices - Valve - Automatic Exhaust Relief (Diaphragm) - Valve - Ball (Manual) - Valve - Check (Swing Type) - Valve - Diaphragm (Air Operated) - Valve - Manual - Vent, Drain, and Isolation (Diaphragm type) - Valve - Piston Operated - Valve - SOV Operated - Valve - Temperature & Flow Control Valves (Air Operated)  Excluded from this component treatment are: - Supply: power, instrument  air, process air, cooling water, steam, and chemicals - External drains and connections - Supply Electrical Panel and Breakers (External to skid)","['Valve - Pressure Control Valve (Diaphragm Manual)', 'Instrumentation - Gauges or Indicators (Temperature, Pressure)', 'Valve - Ball (Air Operated)', 'Pipe Insulation', 'Heat Exchanger - Sample Cooler', 'Flow Restrictor', 'Ground or Earth Connection', 'Pump - Vacuum (Liquid Ring)', 'Tank', 'Valve - Piston Operated (Air)', 'Valve - Ball (Manual)', 'Valve - Temperature & Flow Control Valves (Air Operated)', 'Valve - Diaphragm (Air Operated)', 'Heat Exchanger (Plate Type)', 'Pipe - Instrument Penetrations, and Thermowells', 'Pump (Vertical - Multistage)', 'Autoclave (Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation)', 'PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'Fasteners and Hardware', 'Pipe and Fittings', 'Strainer', 'Valve - Check (Swing Type)', 'Valve - SOV Operated', 'Control Panel and Enclosure (Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.)', 'Valve - Manual - Vent, Drain, and Isolation (Diaphragm type)', 'Silencer(s)', 'Flex Hoses, Flex Lines, and Fittings', 'Valve - Manual - Vent, Drain, and Isolation (Gate, Globe, Plug)', 'Instrumentation - Indicator, Transmitter, Sensor Element, & Switch (Level, Pressure, Temperature)', 'Tri-Clamp Isolation Devices', 'Pump Motor (Pump Vertical - Multistage)', 'E-Stops and Interlocks', 'Separator', 'Valve - Pressure Relief']",Autoclave - Sliding Double Door," - autoclave (chamber, door, closing device, seal or gasket, steam jacket, insulation) - control panel and enclosure (control module, disconnect, main circuit breaker, relays, terminations, power supply, lights, switches, alarms, wiring, etc.) - e-stops and interlocks - fasteners and hardware - filter - compressed air - flex hoses, flex lines, and fittings - ground or earth connection - heat exchanger - sample cooler - heat exchanger (plate type) - instrumentation - gauges or indicators (temperature, pressure) - instrumentation - indicator, transmitter, sensor element, & switch (level, - pressure, temperature) - flow restrictors - pipe - instrument penetrations, and thermowells - pipe and fittings - pipe insulation - plc and hmi - (programmable logic controller and human machine interface touch screen) - pump - vacuum (liquid ring) and motor - pump (vertical - multistage) and motor - separator - silencer(s) - steam trap (balanced pressure thermostatic type) - strainer - tank - tri-clamp isolation devices - valve - automatic exhaust relief (diaphragm) - valve - ball (manual) - valve - check (swing type) - valve - diaphragm (air operated) - valve - manual - vent, drain, and isolation (diaphragm type) - valve - piston operated - valve - sov operated - valve - temperature & flow control valves (air operated)","Instrumentation
Valve
Pump
Flex Hoses, Flex Lines, and Fittings
Pipe
Control Panel and Enclosure
Valve
Tank
Valve
Pipe Insulation
Valve
PLC and HMI
Tri-Clamp Isolation Devices
Flow Restrictor
Valve
Fasteners and Hardware
Pipe and Fittings
Strainer
Autoclave
Heat Exchanger - Sample Cooler
Pump Motor
Separator
Ground or Earth Connection
Valve
Pump
E-Stops and Interlocks
Valve
Steam Trap
Heat Exchanger
Instrumentation
Silencer
Valve

Please note that the summary only includes locations that can fail. If you need a summary of all components, including those not listed as failure locations, I can provide that as well.","['Autoclave - Sliding Double Door', 'Autoclave', 'Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation', 'Control Panel and Enclosure', 'Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.', 'E-Stops and Interlocks', 'Fasteners and Hardware', 'Filter', 'Compressed Air', 'Flex Hoses, Flex Lines, and Fittings', 'Ground or Earth Connection', 'Heat Exchanger', 'Sample Cooler, Heat Exchanger (Plate Type)', 'Instrumentation', 'Gauges or Indicators (Temperature, Pressure), Indicator, Transmitter, Sensor Element, & Switch (Level, Pressure, Temperature), Flow Restrictors', 'Pipe', 'Pipe and Fittings, Pipe Insulation, Instrument Penetrations, and Thermowells', 'PLC and HMI (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Pump', 'Vacuum (Liquid Ring) and Motor, Pump (Vertical Multistage) and Motor', 'Separator', 'Silencer(s)', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'Strainer', 'Tank', 'Tri-Clamp Isolation Devices', 'Valve', 'Automatic Exhaust Relief (Diaphragm), Ball (Manual), Check (Swing Type), Diaphragm (Air Operated), Manual, Vent, Drain, and Isolation (Diaphragm type), Piston Operated, SOV Operated, Temperature & Flow Control Valves (Air Operated)', 'Supply', 'External drains and connections', 'Supply Electrical Panel and Breakers (External to skid)']",,
3,Autoclave_DoubleDoor_Sliding_V0,Autoclave - Sliding Double Door,"The equipment Autoclave - Sliding Double Door, is categorized as Facility Asset and has the following boundary: An Autoclave with double sliding doors for cleaning and sterilizing pharmaceutical or laboratory equipment is comprised of: - Autoclave (Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation) - Control Panel and Enclosure (Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.) - E-Stops and Interlocks - Fasteners and Hardware - Filter - Compressed Air - Flex Hoses, Flex Lines, and Fittings - Ground or Earth Connection - Heat Exchanger - Sample Cooler - Heat Exchanger (Plate Type) - Instrumentation - Gauges or Indicators (Temperature, Pressure) - Instrumentation - Indicator, Transmitter, Sensor Element, & Switch (Level, - Pressure, Temperature) - Flow Restrictors - Pipe - Instrument Penetrations, and Thermowells - Pipe and Fittings - Pipe Insulation - PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen) - Pump - Vacuum (Liquid Ring) and Motor - Pump (Vertical - Multistage) and Motor - Separator - Silencer(s) - Steam Trap (Balanced Pressure Thermostatic Type) - Strainer - Tank - Tri-Clamp Isolation Devices - Valve - Automatic Exhaust Relief (Diaphragm) - Valve - Ball (Manual) - Valve - Check (Swing Type) - Valve - Diaphragm (Air Operated) - Valve - Manual - Vent, Drain, and Isolation (Diaphragm type) - Valve - Piston Operated - Valve - SOV Operated - Valve - Temperature & Flow Control Valves (Air Operated)  Excluded from this component treatment are: - Supply: power, instrument  air, process air, cooling water, steam, and chemicals - External drains and connections - Supply Electrical Panel and Breakers (External to skid)","['Silencer(s)', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Valve - Piston Operated (Air)', 'Heat Exchanger - Sample Cooler', 'Autoclave (Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation)', 'Flex Hoses, Flex Lines, and Fittings', 'Valve - Ball (Air Operated)', 'Valve - SOV Operated', 'Valve - Pressure Control Valve (Diaphragm Manual)', 'Valve - Temperature & Flow Control Valves (Air Operated)', 'Pump - Vacuum (Liquid Ring)', 'Control Panel and Enclosure (Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.)', 'Instrumentation - Gauges or Indicators (Temperature, Pressure)', 'Valve - Manual - Vent, Drain, and Isolation (Gate, Globe, Plug)', 'Valve - Diaphragm (Air Operated)', 'Pipe Insulation', 'Heat Exchanger (Plate Type)', 'Valve - Ball (Manual)', 'Valve - Pressure Relief', 'Valve - Manual - Vent, Drain, and Isolation (Diaphragm type)', 'Instrumentation - Indicator, Transmitter, Sensor Element, & Switch (Level, Pressure, Temperature)', 'Tri-Clamp Isolation Devices', 'Flow Restrictor', 'Strainer', 'Pipe and Fittings', 'Tank', 'Separator', 'Valve - Check (Swing Type)', 'Fasteners and Hardware', 'Ground or Earth Connection', 'E-Stops and Interlocks', 'Pump Motor (Pump Vertical - Multistage)', 'Pump (Vertical - Multistage)', 'Pipe - Instrument Penetrations, and Thermowells']",Autoclave - Sliding Double Door," - autoclave (chamber, door, closing device, seal or gasket, steam jacket, insulation) - control panel and enclosure (control module, disconnect, main circuit breaker, relays, terminations, power supply, lights, switches, alarms, wiring, etc.) - e-stops and interlocks - fasteners and hardware - filter - compressed air - flex hoses, flex lines, and fittings - ground or earth connection - heat exchanger - sample cooler - heat exchanger (plate type) - instrumentation - gauges or indicators (temperature, pressure) - instrumentation - indicator, transmitter, sensor element, & switch (level, - pressure, temperature) - flow restrictors - pipe - instrument penetrations, and thermowells - pipe and fittings - pipe insulation - plc and hmi - (programmable logic controller and human machine interface touch screen) - pump - vacuum (liquid ring) and motor - pump (vertical - multistage) and motor - separator - silencer(s) - steam trap (balanced pressure thermostatic type) - strainer - tank - tri-clamp isolation devices - valve - automatic exhaust relief (diaphragm) - valve - ball (manual) - valve - check (swing type) - valve - diaphragm (air operated) - valve - manual - vent, drain, and isolation (diaphragm type) - valve - piston operated - valve - sov operated - valve - temperature & flow control valves (air operated)","Instrumentation
Valve
Pump
Flex Hoses, Flex Lines, and Fittings
Pipe
Control Panel and Enclosure
Valve
Tank
Valve
Pipe Insulation
Valve
PLC and HMI
Tri-Clamp Isolation Devices
Flow Restrictor
Valve
Fasteners and Hardware
Pipe and Fittings
Strainer
Autoclave
Heat Exchanger - Sample Cooler
Pump Motor
Separator
Ground or Earth Connection
Valve
Pump
E-Stops and Interlocks
Valve
Steam Trap
Heat Exchanger
Instrumentation
Silencer
Valve

Please note that the summary only includes locations that can fail. If you need a summary of all components, including those not listed as failure locations, I can provide that as well.","['Autoclave - Sliding Double Door', 'Autoclave', 'Chamber, Door, Closing Device, Seal or Gasket, Steam Jacket, Insulation', 'Control Panel and Enclosure', 'Control Module, Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Lights, Switches, Alarms, Wiring, etc.', 'E-Stops and Interlocks', 'Fasteners and Hardware', 'Filter', 'Compressed Air', 'Flex Hoses, Flex Lines, and Fittings', 'Ground or Earth Connection', 'Heat Exchanger', 'Sample Cooler, Heat Exchanger (Plate Type)', 'Instrumentation', 'Gauges or Indicators (Temperature, Pressure), Indicator, Transmitter, Sensor Element, & Switch (Level, Pressure, Temperature), Flow Restrictors', 'Pipe', 'Pipe and Fittings, Pipe Insulation, Instrument Penetrations, and Thermowells', 'PLC and HMI (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Pump', 'Vacuum (Liquid Ring) and Motor, Pump (Vertical Multistage) and Motor', 'Separator', 'Silencer(s)', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'Strainer', 'Tank', 'Tri-Clamp Isolation Devices', 'Valve', 'Automatic Exhaust Relief (Diaphragm), Ball (Manual), Check (Swing Type), Diaphragm (Air Operated), Manual, Vent, Drain, and Isolation (Diaphragm type), Piston Operated, SOV Operated, Temperature & Flow Control Valves (Air Operated)', 'Supply', 'External drains and connections', 'Supply Electrical Panel and Breakers (External to skid)']",,
4,Axle_1_V0,Axle_1,"The equipment Axle_1, is categorized as Material Handling Asset and has the following boundary: An Axle in this database comprises: - Axle - Shaft - Mounting Brackets, if present - Coupling Key, if present - Wheel flange - Fasteners  Excluded are: - Bearings or bushings - Brake Disc or Drum, if present - Brake assembly, if present - Drive train components, if present","['Shaft', 'Mounting brackets, if present', 'Fasteners, bolting', 'Wheel Flange', 'Axle Housing', 'Key, if present']",Axle_1," - axle - shaft - mounting brackets, if present - coupling key, if present - wheel flange - fasteners","Sure, here is a summary of the failure locations for the Axle_1 asset:

* Key
* Fasteners
* Mounting Brackets
* Shaft
* Axle Housing
* Wheel Flange

I hope this helps! Let me know if you have any questions.","['Axle_1', 'Material Handling Asset', 'Axle', 'Shaft', 'Mounting Brackets', 'Coupling Key', 'Wheel flange', 'Fasteners', 'Bearings', 'Bushings', 'Brake Disc', 'Drum', 'Brake assembly', 'Drive train components']",,
4,Axle_1_V0,Axle_1,"The equipment Axle_1, is categorized as Material Handling Asset and has the following boundary: An Axle in this database comprises: - Axle - Shaft - Mounting Brackets, if present - Coupling Key, if present - Wheel flange - Fasteners  Excluded are: - Bearings or bushings - Brake Disc or Drum, if present - Brake assembly, if present - Drive train components, if present","['Wheel Flange', 'Axle Housing', 'Shaft', 'Fasteners, bolting', 'Mounting brackets, if present', 'Key, if present']",Axle_1," - axle - shaft - mounting brackets, if present - coupling key, if present - wheel flange - fasteners","Sure, here is a summary of the failure locations for the Axle_1 asset:

* Key
* Fasteners
* Mounting Brackets
* Shaft
* Axle Housing
* Wheel Flange

I hope this helps! Let me know if you have any questions.","['Axle_1', 'Material Handling Asset', 'Axle', 'Shaft', 'Mounting Brackets', 'Coupling Key', 'Wheel flange', 'Fasteners', 'Bearings', 'Bushings', 'Brake Disc', 'Drum', 'Brake assembly', 'Drive train components']",,
4,Axle_1_V0,Axle_1,"The equipment Axle_1, is categorized as Material Handling Asset and has the following boundary: An Axle in this database comprises: - Axle - Shaft - Mounting Brackets, if present - Coupling Key, if present - Wheel flange - Fasteners  Excluded are: - Bearings or bushings - Brake Disc or Drum, if present - Brake assembly, if present - Drive train components, if present","['Fasteners, bolting', 'Shaft', 'Mounting brackets, if present', 'Axle Housing', 'Wheel Flange', 'Key, if present']",Axle_1," - axle - shaft - mounting brackets, if present - coupling key, if present - wheel flange - fasteners","Sure, here is a summary of the failure locations for the Axle_1 asset:

* Key
* Fasteners
* Mounting Brackets
* Shaft
* Axle Housing
* Wheel Flange

I hope this helps! Let me know if you have any questions.","['Axle_1', 'Material Handling Asset', 'Axle', 'Shaft', 'Mounting Brackets', 'Coupling Key', 'Wheel flange', 'Fasteners', 'Bearings', 'Bushings', 'Brake Disc', 'Drum', 'Brake assembly', 'Drive train components']",,
5,BATT_INV_1,Battery - Inverter,"The equipment Battery - Inverter, is categorized as Electrical Asset and has the following boundary: The boundary of a typical inverter for the purpose of this database is defined to include the following:  ,Inverter ,Maintenance bypass switch ,Static switch, if installed ,Excluding the distribution panel  Regulated rectifiers, if present, and breakers, are excluded because PM for these can be found by referring to Battery Charger and Motor Control Center.","['Muffin fans', 'Fuse holder', 'Input / Output Filter Choke and Commutating Chokes', 'Maintenance Bypass Switch', 'Metering Instruments (e.g. voltmeter, frequency meter, status lights)', 'Static Switch', 'Transformer', 'Capacitors, Commutation and Other Filled', 'Input Fuse', 'Printed Circuit Boards (Firing circuit, Oscillator, Alarm, Sync, Metering circuits)', 'Power Semiconductor Components', 'Capacitors, Electrolytic']",Battery - Inverter,"  ,inverter ,maintenance bypass switch ,static switch, if installed ,excluding the distribution panel  regulated rectifiers, if present, and breakers, are","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Static Switch
* Capacitors (2)
* Electrolytic
* Input Fuse
* Input/Output Filter Choke
* Commutating Chokes
* Muffin Fans
* Transformer
* Printed Circuit Boards (5)
	+ Firing Circuit
	+ Oscillator
	+ Alarm
	+ Sync
	+ Metering Circuits
* Metering Instruments (2)
	+ Voltmeter
	+ Frequency Meter
* Power Semiconductor Components
* Maintenance Bypass Switch
* Fuse Holder","['Battery - Inverter', 'Electrical Asset', 'Inverter, Maintenance bypass switch, Static switch', 'Distribution panel, Regulated rectifiers, Breakers', 'Battery Charger, Motor Control Center']",,
5,BATT_INV_1,Battery - Inverter,"The equipment Battery - Inverter, is categorized as Electrical Asset and has the following boundary: The boundary of a typical inverter for the purpose of this database is defined to include the following:  ,Inverter ,Maintenance bypass switch ,Static switch, if installed ,Excluding the distribution panel  Regulated rectifiers, if present, and breakers, are excluded because PM for these can be found by referring to Battery Charger and Motor Control Center.","['Capacitors, Commutation and Other Filled', 'Muffin fans', 'Input Fuse', 'Power Semiconductor Components', 'Maintenance Bypass Switch', 'Static Switch', 'Transformer', 'Printed Circuit Boards (Firing circuit, Oscillator, Alarm, Sync, Metering circuits)', 'Metering Instruments (e.g. voltmeter, frequency meter, status lights)', 'Input / Output Filter Choke and Commutating Chokes', 'Fuse holder', 'Capacitors, Electrolytic']",Battery - Inverter,"  ,inverter ,maintenance bypass switch ,static switch, if installed ,excluding the distribution panel  regulated rectifiers, if present, and breakers, are","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Static Switch
* Capacitors (2)
* Electrolytic
* Input Fuse
* Input/Output Filter Choke
* Commutating Chokes
* Muffin Fans
* Transformer
* Printed Circuit Boards (5)
	+ Firing Circuit
	+ Oscillator
	+ Alarm
	+ Sync
	+ Metering Circuits
* Metering Instruments (2)
	+ Voltmeter
	+ Frequency Meter
* Power Semiconductor Components
* Maintenance Bypass Switch
* Fuse Holder","['Battery - Inverter', 'Electrical Asset', 'Inverter, Maintenance bypass switch, Static switch', 'Distribution panel, Regulated rectifiers, Breakers', 'Battery Charger, Motor Control Center']",,
5,BATT_INV_1,Battery - Inverter,"The equipment Battery - Inverter, is categorized as Electrical Asset and has the following boundary: The boundary of a typical inverter for the purpose of this database is defined to include the following:  ,Inverter ,Maintenance bypass switch ,Static switch, if installed ,Excluding the distribution panel  Regulated rectifiers, if present, and breakers, are excluded because PM for these can be found by referring to Battery Charger and Motor Control Center.","['Maintenance Bypass Switch', 'Power Semiconductor Components', 'Static Switch', 'Metering Instruments (e.g. voltmeter, frequency meter, status lights)', 'Capacitors, Electrolytic', 'Fuse holder', 'Printed Circuit Boards (Firing circuit, Oscillator, Alarm, Sync, Metering circuits)', 'Muffin fans', 'Input Fuse', 'Capacitors, Commutation and Other Filled', 'Transformer', 'Input / Output Filter Choke and Commutating Chokes']",Battery - Inverter,"  ,inverter ,maintenance bypass switch ,static switch, if installed ,excluding the distribution panel  regulated rectifiers, if present, and breakers, are","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Static Switch
* Capacitors (2)
* Electrolytic
* Input Fuse
* Input/Output Filter Choke
* Commutating Chokes
* Muffin Fans
* Transformer
* Printed Circuit Boards (5)
	+ Firing Circuit
	+ Oscillator
	+ Alarm
	+ Sync
	+ Metering Circuits
* Metering Instruments (2)
	+ Voltmeter
	+ Frequency Meter
* Power Semiconductor Components
* Maintenance Bypass Switch
* Fuse Holder","['Battery - Inverter', 'Electrical Asset', 'Inverter, Maintenance bypass switch, Static switch', 'Distribution panel, Regulated rectifiers, Breakers', 'Battery Charger, Motor Control Center']",,
6,BATT_LA_1,Battery - Flooded Lead Acid - Lead Calcium/Antimony,"The equipment Battery - Flooded Lead Acid - Lead Calcium/Antimony, is categorized as Electrical Asset and has the following boundary: The boundary of a typical flooded lead-acid battery for the purpose of this database is defined to include the following:  ,Battery cells ,Inter-tier and Inter-cell connectors ,Battery Rack","['Plates', 'Rack', 'Lid', 'Jar', 'Separators & Retainers', 'Posts and Straps', 'Vent or Flame Arrestor', 'Jar and Lid', 'InterCell and InterTier Connectors and Hardware and Battery Cable Connectors', 'Posts', 'Electrolyte']",Battery - Flooded Lead Acid - Lead Calcium/Antimony,"  ,battery cells ,inter-tier and inter-cell connectors ,battery rack","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Lid
* Posts
* Plates
* Electrolyte
* Inter-cell and Inter-tier Connectors
* Hardware and Battery Cable Connectors
* Vent or Flame Arrestor
* Jar
* Separators & Retainers
* Posts and Straps
* Jar and Lid
* Rack

I hope this helps! Let me know if you have any other questions.","['Battery - Flooded Lead Acid - Lead Calcium/Antimony', 'Electrical Asset', 'Battery cells, Inter-tier and Inter-cell connectors, Battery Rack']",,
6,BATT_LA_1,Battery - Flooded Lead Acid - Lead Calcium/Antimony,"The equipment Battery - Flooded Lead Acid - Lead Calcium/Antimony, is categorized as Electrical Asset and has the following boundary: The boundary of a typical flooded lead-acid battery for the purpose of this database is defined to include the following:  ,Battery cells ,Inter-tier and Inter-cell connectors ,Battery Rack","['InterCell and InterTier Connectors and Hardware and Battery Cable Connectors', 'Posts and Straps', 'Rack', 'Electrolyte', 'Separators & Retainers', 'Lid', 'Jar and Lid', 'Plates', 'Jar', 'Posts', 'Vent or Flame Arrestor']",Battery - Flooded Lead Acid - Lead Calcium/Antimony,"  ,battery cells ,inter-tier and inter-cell connectors ,battery rack","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Lid
* Posts
* Plates
* Electrolyte
* Inter-cell and Inter-tier Connectors
* Hardware and Battery Cable Connectors
* Vent or Flame Arrestor
* Jar
* Separators & Retainers
* Posts and Straps
* Jar and Lid
* Rack

I hope this helps! Let me know if you have any other questions.","['Battery - Flooded Lead Acid - Lead Calcium/Antimony', 'Electrical Asset', 'Battery cells, Inter-tier and Inter-cell connectors, Battery Rack']",,
