TypeData.CompTypeID,TypeData.GenCompType,failure_locations
FLEX_PMP_SAT_HYD_DRV_T3NET_V0,FLEX - Pump - Satellite Hydraulic Drive - T3 NET Diesel Driven,"['Gearbox (Diesel to Hydraulic Pump)', 'Trailer - Satellite Pump Winch', 'Diesel - Air Box', 'Diesel - Fly Wheel', 'Hydraulic Pump - Servo Control Piston Gimbals', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles, ventilation louvered screens', 'Diesel - Fuel', 'Satellite Hydraulic Motor - Shaft', 'Trailer - Enclosure - Doors and Latches', 'Diesel - Fuel Hoses', 'Diesel - Cylinder head', 'Diesel - Gaskets, Seals, and O-rings (Internal and External Elastomer Type )', 'Diesel - Turbocharger Exhaust Inlet Screen (if present)', 'Hydraulic Pump - Swashplate and Slipper', 'Diesel - Fuel Pump, High Pressure', 'Satellite Cart - Winch Connection', 'Satellite Water Pump - Discharge Hose Connection', 'Diesel - Battery', 'Diesel - Filters - Oil', 'Diesel - Lube Oil Pump', 'Diesel - Muffler', 'Hydraulic Pump - Fluid Reservoir', 'Diesel - Camshaft, Lobes, and Bushings', 'Hydraulic Pump - Charge Pump', 'Diesel - Vibration Damper or Harmonic Balancer', 'Trailer - Suspension', 'Satellite Cart - Wheels and Axle', 'Trailer - Hitch or Coupling', 'Diesel - Starter', 'Diesel - Engine Valve Seats', 'Hydraulic Pump - Servo Control Pistons and Cylinders', 'Satellite Water Pump - Impeller', 'Satellite Water Pump - Suction Strainer', 'Diesel - Hydraulic Lifter, if present', 'Diesel - Alternator and Diodes', 'Diesel - Oil Cooler', 'Diesel - Thermostat', 'Hydraulic Pump - Return Line  Filter', 'Diesel - Valve Train - Rocker Arms with Rollers', 'Diesel - Engine Mounts', 'Satellite Cart - Swivel Wheel', 'Diesel - Fuel Lines', 'Hydraulic Pump - Bearings', 'Diesel - Fuel-Water Separator Element, if present', 'Diesel - Lube Oil Pressure Control Device, if present', 'Diesel - Cylinder Liners', 'Trailer - Tires', 'Diesel - Push Rods', 'Hydraulic Pump - Shaft', 'Diesel - Coolant or Block Heater, if present', 'Diesel - Fuel Pump, Transfer (Lift)', 'Hydraulic Pump - Gaskets', 'Diesel - Engine Valve Train', 'Diesel - Turbocharger Exhaust Flex Hoses', 'Trailer - Jack and Stand', 'Diesel - Radiator Cap', 'Hydraulic Pump - Electric Displacement Control (EDC)', 'Diesel - Engine Valve Springs', 'Hydraulic Fluid Reservoir - Desiccant Element', 'Satellite Hydraulic Motor - Shaft Seal', 'Satellite Hydraulic Motor - Timing Gears', 'Satellite Water Pump Mounting Plate', 'Hydraulic Pump - Multi-Function Valve', 'Diesel - Lube Oil', 'Hydraulic Pump - Shaft Spring', 'Trailer - Wheel Bearings', 'Satellite Hydraulic Motor - Gaskets', 'Satellite Hydraulic Motor - Sacrificial Zinc Anodes', 'Diesel - Fuel Tank Breather or Vent', 'Satellite Hydraulic Motor - Bearings', 'Skid - Diesel and Hydraulic Pump Base Plate', 'Diesel - Electrical Devices (e.g. sensors, solenoids, relays, meters, switches, fuses, lights)', 'Trailer - Brakes - Electric and Wiring', 'Diesel - Turbocharger', 'Diesel - Fuel Tank Strainer, if present', 'Trailer - Electric Lights', 'Diesel - Coolant', 'Trailer - Wheel Rims', 'Trailer - Tow Battery (Backup power for electric breaks)', 'Satellite Water Pump - Impeller Casing', 'Trailer - Bed, Frame, Lifting Lugs, and Satellite Pump Ramp Door', 'Gearbox (Diesel to Hydraulic Pump) - Gears', 'Diesel - Radiator Fan', 'Diesel - Linkages and Controls', 'Diesel - Radiator Tubing', 'Satellite Hydraulic Motor - Pump block or casing', 'Hydraulic Pump - Pump Block or Casing', 'Diesel - Head Gasket', 'Diesel - Radiator', 'Gearbox (Diesel to Hydraulic Pump) - Gaskets', 'Hydraulic Pump - Return Line Filter Vacuum Gauge', 'Diesel - Filter - Inlet Air (Element Type)', 'Diesel - Crankshaft Bearings (Main, Thrust, and Connecting rod)', 'Satellite Hydraulic Motor - Hydraulic Fluid Heat Exchanger', 'Diesel - Wiring Harness', 'Diesel - Radiator Fan Variable Clutch, if present', 'Diesel - Engine Valve Stem', 'Trailer - Brakes - Electric', 'Hydraulic Pump - Fluid Reservoir Temperature Gauge', 'Diesel -  Filter- Turbocharger Lube Oil (if present)', 'Diesel - Digital Controls or ECU', 'Diesel - Water Pump', 'Diesel - Radiator Hoses', 'Diesel - Turbocharger Oil Lines (rigid or flexible)', 'Satellite Hydraulic Motor - Pistons & Piston Ring', 'Diesel - Injectors', 'Diesel - Injector Tubing', 'Diesel - Connecting Rod', 'Hydraulic Pump - Charge Pressure Filter', 'Satellite Hydraulic Motor - Cylinders', 'Trailer - Hydraulic Hose Reel', 'Satellite Hydraulic Motor - Piping, tubing, and connections', 'Hydraulic Pump - Charge and Servo-Pressure Relief Valves', 'Coupling - Diesel to Gearbox - Spline Type', 'Coupling - Gearbox to Hydraulic Pump - Spline Type', 'Diesel - Crankcase Air Breathers', 'Diesel - Fuel Tank', 'Diesel - Filters - Fuel', 'Hydraulic Fluid', 'Hydraulic Pump - Fluid Reservoir Level Sight Glass', 'Hydraulic Pump - Shaft seal', 'Satellite Water Pump - Float', 'Gearbox (Diesel to Hydraulic Pump) - Oil Breather', 'Diesel - Pistons', 'Hydraulic Pump - Pressure Instrumentation', 'Satellite Hydraulic Motor - Piston Ball Sockets', 'Diesel - Cam Follower Roller, if present', 'Satellite Cart - Frame', 'Diesel - Piston Wrist Pin Bearings', 'Diesel - Timing Gears (if present)', 'Diesel - Battery Charger', 'Hydraulic Pump - Piping, tubing, and connections', 'Diesel - Belts, Sheaves, and Idler', 'Satellite Hydraulic Motor - Valve Plate', 'Hydraulic Hoses and Connectors', 'Hydraulic Fluid Reservoir - Desiccant  Element']"
FLEX_PMP_SAT_HYD_DRV_T4_V0,FLEX - Pump - Satellite Hydraulic Drive - T4 Diesel Driven,"['Gearbox (Diesel to Hydraulic Pump)', 'Trailer - Satellite Pump Winch', 'Diesel - Air Box', 'Diesel - Exhaust Gas Recirculation (EGR) Valve', 'Diesel - Fly Wheel', 'Hydraulic Pump - Servo Control Piston Gimbals', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Breather', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - SCR Catalyst', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles, ventilation louvered screens', 'Diesel - Fuel', 'Satellite Hydraulic Motor - Shaft', 'Trailer - Enclosure - Doors and Latches', 'Diesel - Fuel Hoses', 'Diesel - Cylinder head', 'Diesel - Gaskets, Seals, and O-rings (Internal and External Elastomer Type )', 'Diesel - Turbocharger Exhaust Inlet Screen (if present)', 'Hydraulic Pump - Swashplate and Slipper', 'Diesel - Fuel Pump, High Pressure', 'Satellite Cart - Winch Connection', 'Satellite Water Pump - Discharge Hose Connection', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Drain Plug', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank', 'Diesel - Battery', 'Diesel - Filters - Oil', 'Diesel - Lube Oil Pump', 'Diesel - Muffler', 'Hydraulic Pump - Fluid Reservoir', 'Diesel - Camshaft, Lobes, and Bushings', 'Hydraulic Pump - Charge Pump', 'Diesel - Vibration Damper or Harmonic Balancer', 'Trailer - Suspension', 'Satellite Cart - Wheels and Axle', 'Trailer - Hitch or Coupling', 'Diesel - Starter', 'Diesel - Engine Valve Seats', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Level Float', 'Hydraulic Pump - Servo Control Pistons and Cylinders', 'Satellite Water Pump - Impeller', 'Satellite Water Pump - Suction Strainer', 'Diesel - Hydraulic Lifter, if present', 'Diesel - Alternator and Diodes', 'Diesel - Oil Cooler', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Fluid', 'Diesel - Thermostat', 'Hydraulic Pump - Return Line  Filter', 'Diesel - Filter - Fuel (Pre-Fuel & Final)', 'Diesel - Exhaust Gas Recirculation (EGR) Cooler', 'Diesel - Valve Train - Rocker Arms with Rollers', 'Diesel - Engine Mounts', 'Satellite Cart - Swivel Wheel', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Heater Valve', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Tubing Heat Tracing', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Injector Nozzle & Valve', 'Diesel - Fuel Lines', 'Hydraulic Pump - Bearings', 'Diesel - Fuel-Water Separator Element, if present', 'Diesel - Lube Oil Pressure Control Device, if present', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Filter and Strainer', 'Diesel - Cylinder Liners', 'Trailer - Tires', 'Diesel - Push Rods', 'Hydraulic Pump - Shaft', 'Diesel - Coolant or Block Heater, if present', 'Diesel - Fuel Pump, Transfer (Lift)', 'Hydraulic Pump - Gaskets', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Tubing', 'Diesel - Engine Valve Train', 'Diesel - Turbocharger Exhaust Flex Hoses', 'Trailer - Jack and Stand', 'Diesel - Radiator Cap', 'Hydraulic Pump - Electric Displacement Control (EDC)', 'Diesel - Engine Valve Springs', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Pump', 'Hydraulic Fluid Reservoir - Desiccant Element', 'Satellite Hydraulic Motor - Shaft Seal', 'Satellite Hydraulic Motor - Timing Gears', 'Satellite Water Pump Mounting Plate', 'Hydraulic Pump - Multi-Function Valve', 'Diesel - Lube Oil', 'Hydraulic Pump - Shaft Spring', 'Trailer - Wheel Bearings', 'Diesel - After Cooler', 'Satellite Hydraulic Motor - Gaskets', 'Satellite Hydraulic Motor - Sacrificial Zinc Anodes', 'Diesel - Emission Control - DPF (Diesel Particulate Filter)', 'Diesel - Fuel Tank Breather or Vent', 'Satellite Hydraulic Motor - Bearings', 'Diesel - Filter - Inlet Air  (Element or Cartridge Type)', 'Skid - Diesel and Hydraulic Pump Base Plate', 'Trailer - Brakes - Electric and Wiring', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Tubing Insulation', 'Diesel - Turbocharger', 'Diesel - Fuel Tank Strainer, if present', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Tubing & Hoses', 'Trailer - Electric Lights', 'Diesel - Coolant', 'Trailer - Wheel Rims', 'Trailer - Tow Battery (Backup power for electric breaks)', 'Satellite Water Pump - Impeller Casing', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - NOx Control Unit', 'Trailer - Bed, Frame, Lifting Lugs, and Satellite Pump Ramp Door', 'Gearbox (Diesel to Hydraulic Pump) - Gears', 'Diesel - Radiator Fan', 'Diesel - Linkages and Controls', 'Diesel - Radiator Tubing', 'Satellite Hydraulic Motor - Pump block or casing', 'Hydraulic Pump - Pump Block or Casing', 'Diesel - Head Gasket', 'Diesel - Radiator', 'Gearbox (Diesel to Hydraulic Pump) - Gaskets', 'Hydraulic Pump - Return Line Filter Vacuum Gauge', 'Diesel - Crankshaft Bearings (Main, Thrust, and Connecting rod)', 'Satellite Hydraulic Motor - Hydraulic Fluid Heat Exchanger', 'Diesel - Wiring Harness', 'Diesel - Radiator Fan Variable Clutch, if present', 'Diesel - Engine Valve Stem', 'Trailer - Brakes - Electric', 'Hydraulic Pump - Fluid Reservoir Temperature Gauge', 'Diesel - Digital Controls or ECU', 'Diesel - Water Pump', 'Diesel - Radiator Hoses', 'Diesel - Filter - Inlet Air (Element or Cartridge Type)', 'Satellite Hydraulic Motor - Pistons & Piston Ring', 'Diesel - Injectors', 'Diesel - Injector Tubing', 'Diesel - Connecting Rod', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Heater', 'Hydraulic Pump - Charge Pressure Filter', 'Satellite Hydraulic Motor - Cylinders', 'Satellite Hydraulic Motor - Piping, tubing, and connections', 'Hydraulic Pump - Charge and Servo-Pressure Relief Valves', 'Coupling - Diesel to Gearbox - Spline Type', 'Coupling - Gearbox to Hydraulic Pump - Spline Type', 'Trailer - Hydraulic Hose Reel', 'Diesel - Crankcase Air Breathers', 'Diesel - Fuel Tank', 'Diesel - Filters - Fuel', 'Hydraulic Fluid', 'Hydraulic Pump - Fluid Reservoir Level Sight Glass', 'Hydraulic Pump - Shaft seal', 'Satellite Water Pump - Float', 'Gearbox (Diesel to Hydraulic Pump) - Oil Breather', 'Diesel - Pistons', 'Hydraulic Pump - Pressure Instrumentation', 'Satellite Hydraulic Motor - Piston Ball Sockets', 'Diesel - Cam Follower Roller, if present', 'Satellite Cart - Frame', 'Diesel - Electrical Devices (e.g. sensors, circuit breakers, solenoids, relays, meters, switches, fuses, push buttons, microprocessors, digital displays, lights)', 'Diesel - Piston Wrist Pin Bearings', 'Diesel - Timing Gears (if present)', 'Diesel - Battery Charger', 'Hydraulic Pump - Piping, tubing, and connections', 'Diesel - Belts, Sheaves, and Idler', 'Satellite Hydraulic Motor - Valve Plate', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Silencer', 'Hydraulic Hoses and Connectors', 'Diesel - Emission Control - SCR (Selective Catalytic Reduction) - Urea/DEF Tank Temperature Control Valve & Sensor', 'Hydraulic Fluid Reservoir - Desiccant  Element']"
FlyAsh_FeedPCONV_1_V0,Fly Ash Feeder - Pressure Conveying,"['Upper (Airlock) Valve Assembly without a Diffuser Stone', 'Pneumatic Actuator (Air Supply, Upper and Lower Valves)', 'Lubrication - Grease', 'Tank', 'Lower (Airlock) Valve Assembly with Diffuser Stone', 'Air Supply 3-Way Valve', 'Level Transmitter', 'Level Probes']"
FlyAsh_PCONV_1,Fly Ash Handling - Pressure Conveying,"['Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve Strainer', 'Baghouse - Traveler - Chain Bearing', 'Economizer Airlock Valve - Crusher - Drive Chain and Sprocket', 'Segregating Valves (Row Gates)', 'Bin Vent Fans - Discharge Valve Actuator', 'conveyor Line Gaskets', 'Fly Ash Transport Blowers - Motor', 'Pugmill Unloader (Paddle Mixer) - Bearings', 'Economizer Airlock Valve - SOV', 'Airlock Valves (Upper and Lower Diffuser Stones) - 3-way valve', 'Fly Ash Transport Blowers - Grid coupling', 'Ash Storage Silo Diffuser Blowers - Rotors', 'Ash Storage Silo Level Transmitter', 'Ash Storage Silo Diffuser Blowers - Bearings', 'Level Probes', 'Bin Vent Fans - Housing', 'Nuclear Level Detector', 'Ash Storage Silo Diffuser Blowers - Shaft Seals', 'Level Probes - Electronic Cards', 'Segregating Valves (Row Gates) - SOV', 'Bin Vent Fans - Rotating Element', 'Ash Storage Silo', 'Airlock Valves (Upper and Lower Gate) - SOV', 'Fly Ash Transport Blowers - Chain drive lube oil pump filter', 'Baghouse - Traveler - Motor', 'Fly Ash Transport Blowers - Shaft Seals', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve Actuator', 'Abrasion-Resistant Pipe Fittings and Expansion Joints', 'Pugmill Unloader (Paddle Mixer) - Motor', 'Fly Ash Transport Blowers - Belt drive and sheave, if present', 'Pugmill Unloader (Paddle Mixer) - Timing or V-Belt', 'Pugmill Unloader (Paddle Mixer) - Gear box', 'Bin Vent Fans  - Motor', 'Pugmill Unloader (Paddle Mixer) - Nozzles', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Cylinder Controller', 'Ash Storage Silo Diffuser Blowers - Motor', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve', 'Fly Ash Transport Blowers - Belt drive', 'Bin Vent Fans - Discharge Valve', 'Pugmill Unloader (Paddle Mixer) - Paddles', 'Ash Storage Silo Diffuser Blowers - Grid coupling', 'Economizer Airlock Valve - Crusher - Dust Seals', 'Pugmill Unloader (Paddle Mixer) - Ash Gate', 'Segregating Valves (Row Gates) - Piston Actuator', 'Pressure Transmitters', 'Baghouse - Traveler - Gearbox', 'Fly Ash Transport Blowers - Chain drive lube oil pump assembly', 'Rotary Valve - Grid coupling', 'Pressure Switches', 'Economizer Airlock Valve Assembly (packing, bearings, shaft, seals etc)', 'Fly Ash Transport Blowers - Bearings', 'Rotary Valve Bearings', 'Baghouse - Fans', 'Baghouse - Travelers', 'Bin Vent Fans - Bearings', 'Airlock Valves (Upper and Lower Diffuser Stones)', 'Airlock Valves (Upper and Lower Gate) Assembly (packing, bearings, shaft, seals etc)', 'Limit Switches', 'Rotary Valve Gearbox', 'Economizer Airlock Valve - Crusher - Motor', 'Fly Ash Transport Blowers - After Coolers', 'Bin Vent Fans - Drive Belts', 'Fly Ash Transport Blowers - Chain drive lube oil pump strainer', 'Abrasion-Resistant Pipe', 'Rotary Valve - Motor', 'Pugmill Unloader (Paddle Mixer) - Other Internal Components', 'Economizer Airlock Valve - Piston Actuator', 'Conveying Blower Discharge Check Valve', 'Fly Ash Transfer Chamber Vent Valve', 'Economizer Airlock Valve - Crusher - Bearings', 'Rotary Valve Vanes', 'Ash Storage Silo Diffuser Blowers - Intake Air Filter', 'Fly Ash Transport Blowers - Rotors', 'Bin Vent Fans - Sheaves', 'Fly Ash Transfer Chamber Sight Glass', 'Baghouse - Filters', 'Economizer Airlock Valve - Crusher - Gear Box', 'Economizer Airlock Valve - Crusher - Combing Plates', 'Fly Ash Transport Blowers - Intake Air Filter', 'Baghouse - Fans - Motor', 'Fly Ash Transport Blowers - Chain drive', 'Airlock Valves (Upper and Lower Gate) - Piston Actuator']"
Gear_1_V0,Bull Gear,['Bull Gear']
GearandChain_1_V0,Gear and Chain Drive,"['Chain', 'Gear', 'Lubricant (oil or grease)']"
Gearbox_1_V2,Gearbox - Standard,"['Casing or Housing', 'Oil line (suction only), if present', 'Oil line (external), if present', 'Pressure relief valve, if present', 'Gears', 'Oil', 'Oil  Breather', 'Oil seals', 'Bearings - Rolling Element', 'Bolting', 'Sump oil heater, if present', 'Gaskets']"
Gearbox_2_V3,Gearbox with Oil Cooler,"['Casing or Housing', 'Oil pump', 'Oil line (suction only), if present', 'Oil line (external), if present', 'Pressure relief valve, if present', 'Gears', 'Oil', 'Oil Cooler', 'Oil  Breather', 'Oil seals', 'Bearings - Rolling Element', 'Oil filter', 'Bolting', 'Sump oil heater, if present', 'Gaskets']"
Gearbox_Small_REB_V0,Gearbox - Small - Rolling Element Bearings,"['Casing or Housing', 'Gears', 'Oil', 'Oil  Breather', 'Oil seals', 'Bearings - Rolling Element', 'Gaskets']"
Gearbox_Small_SB_V0,Gearbox - Small - Sleeve Bearings,"['Casing or Housing', 'Bearings - Bronze or Brass Oil Impregnated', 'Gears', 'Oil', 'Oil  Breather', 'Oil seals', 'Bolting', 'Gaskets']"
Gearbox_SP_WT_V0,Gearbox Single Planetary - Wind Turbine,"['Planet Gear - Shaft or Pin', 'Mounting Trunnions (Torque Arm)', 'Intermediate Speed Shaft - Bearings - Rolling Element', 'Bolting', 'Oil Heater', 'Wiring and Connections (Non Instrumentation)', 'Casing or Housing', 'Low Speed - Shaft', 'Planetary Gears - Ring, Planet Gears, Sun Pinion', 'Drain Valve', 'Oil Pump (Internal)', 'High Speed - Shaft', 'Brake Hydraulic', 'Instrumentation - Monitoring', 'Intermediate Stage - LSS Gear and IMS Pinion', 'Oil Spray Nozzles', 'Oil Seals', 'Sight Glass', 'High Speed Shaft - Bearings - Rolling Element', 'Pressure Relief Valve', 'Oil Cooler (Air Cooled) Fan and Motor', 'Intermediate Speed - Shaft', 'Oil Cooler (Air Cooled)', 'Planet Stage - Bearings - Rolling Element', 'Low Speed Shaft - Bearings - Rolling Element', 'Hoses, Lines, and Fittings', 'Gaskets', 'Brake - Rotor Lock', 'High Speed Stage - IMS Gear and HSS Pinion', 'Oil', 'Oil Breather', 'Oil Pump and Motor (External)', 'Instrumentation - Controls', 'Pitch Tube O-Rings', 'Sun Pinion - Shaft', 'Oil Filter']"
Gearbox_Worm_1_V0,Gearbox - Worm Gear Type with Oil Cooler,"['External Oil Piping', 'Oil Gear Pump', 'Bolting', 'Casing or Housing', 'Oil line (suction only), if present', 'Worm Rim Gear', 'Worm Shaft', 'Pressure relief valve, if present', 'Casing', 'Oil Cooler (Internal or External)', 'Oil Filter, if present', 'Rim Shaft', 'Dip Stick Tube, if present', 'Oil line (external), if present', 'Bearings - Rolling Element (radial and thrust)', 'Sump oil heater, if present', 'Gaskets', 'Oil', 'Oil  Breather', 'Shaft oil seals']"
GearRack_Pinion_Linear_V0,Gear Rack and Pinion - Linear,"['Coupling Grease', 'Coupling Gear Teeth', 'Coupling Sleeve Gasket or O-ring, if present', 'Coupling Sleeve Mating Gasket', 'Fasteners and Welds', 'Coupling Sleeve Labyrinth Seal, if present', 'Coupling Fasteners', 'Gear Rack Grease', 'Gear Rack', 'Pinion Gear', 'Shaft']"
GEN_1800_1,Main Generator - 1800RPM - Hydrogen Cooled,"['Rotor - Surfaces, wedges, retaining rings', 'Turbine Supervisory Instrumentation -  Bearing & winding RTDs, Thermocouples, Vibration probes', 'Generator Iso-phase connections', 'Rotor - Retaining rings / Zone Rings', 'Generator Bushings - high voltage, neutral', 'Frame, Enclosure, and Mounting', 'Hydrogen Coolers', 'Stator - Bars Inside Slots', 'Turbine Supervisory Instrumentation -  Flux probes', 'Generator Bearing oil deflectors or labyrinth seals', 'Generator to LP Coupling', 'Rotor - Fan', 'Piping & Connections, e.g. Teflon tubes, seal oil and hydrogen connections, O-rings', 'Generator Shaft Current Insulation, e.g. on bearings, seals', 'Turbine Supervisory Instrumentation -  Generator Monitoring (e.g. hydrogen purity, dew point)', 'Rotor - Retaining rings / Zone Rings - 18-5 type only', 'Generator Bearings (journal)', 'Stator - End Winding', 'End Shields', 'Rotor - Journal', 'Stator - Core', 'Rotor - Forging', 'Generator Bearing hydrogen seals', 'Rotor - Winding']"
GEN_1800_2,Main Generator - 1800RPM - Water Cooled,"['Rotor - Surfaces, wedges, retaining rings', 'Turbine Supervisory Instrumentation -  Bearing & winding RTDs, Thermocouples, Vibration probes', 'Generator Iso-phase connections', 'Rotor - Retaining rings / Zone Rings', 'Generator Bushings - high voltage, neutral', 'Frame, Enclosure, and Mounting', 'Hydrogen Coolers', 'Stator - Bars Inside Slots', 'Turbine Supervisory Instrumentation -  Flux probes', 'Generator Bearing oil deflectors or labyrinth seals', 'Generator to LP Coupling', 'Rotor - Fan', 'Piping & Connections, e.g. Teflon tubes, seal oil and hydrogen connections, stator cooling water plumbing, O-rings', 'Generator Shaft Current Insulation, e.g. on bearings, seals', 'Turbine Supervisory Instrumentation -  Generator Monitoring (e.g. hydrogen purity, dew point)', 'Rotor - Retaining rings / Zone Rings - 18-5 type only', 'Generator Bearings (journal)', 'Stator - End Winding', 'End Shields', 'Rotor - Journal', 'Stator - Core', 'Rotor - Forging', 'Generator Bearing hydrogen seals', 'Rotor - Winding']"
GEN_3600_SmoothRotor_WaterAirCooled_V0,Main Generator - 3600RPM - Smooth Rotor - Water Air Cooled,"['Turbine Supervisory Instrumentation - Generator Condition Monitor', 'Generator Iso-phase connections', 'Bearing Oil Deflectors (labyrinth type)', 'Couplings', 'Rotor Collector Rings', 'Air Coolers - Filters', 'Bearing Insulation', 'Journal Bearings', 'Frame, End Shields, and Mounting', 'Generator Bushings - high voltage, neutral', 'Stator - Bars Inside Slots', 'Turbine Supervisory Instrumentation -  Flux probes', 'Piping & Connections', 'Rotor - Fan', 'Rotor Collector Brushes', 'Generator Cables - high voltage, neutral', 'Air Coolers (water cooled)', 'Turbine Supervisory Instrumentation -  Bearing & Winding RTDs, Thermocouples, Vibration probes', 'Rotor - Retaining rings', 'Rotor - Surfaces, wedges, and retaining rings', 'Stator - End Winding and Connections', 'Rotor - Journal', 'Stator - Core', 'Rotor - Forging', 'Rotor - Winding']"
Gen_Aux_MV_1A_V0,Generator - Auxiliary - Medium Voltage <15Kv - Rolling Element - Grease Lubed - Air Cooled,"['Stator Winding Connections - brazed joints', 'Rotor Brush Rigging, if present', 'Space Heaters', 'Rotor Fan Blades', 'Brushless Exciter (shaft mounted) - Stator Leads', 'Brushless Exciter (shaft mounted) - Rotor Windings', 'Stator Leads and Electrical Connections', 'Machine Fits', 'Brushless Exciter (shaft mounted) - Stator Windings', 'Lead Box Gaskets, if present', 'Lubrication Delivery Piping & Connections, if present', 'Bearing Seals', 'Bearing Insulation', 'Rotor Collector Rings, if present', 'Rotor Bars and Shorting Rings', 'Frame, Enclosure, and Mounting', 'Stator: Windings, Blocking, Bracing, Surge rings includes wedges', 'Rotor Leads', 'Brushless Exciter (shaft mounted) - Diodes and Fuses', 'Rotor: Windings, pole pieces, and V-blocks (pole wedges)', 'Stator Core Air Ducts', 'Brushless Exciter (shaft mounted) - Rotor Laminations', 'Lubrication - Grease', 'Baffles, if present', 'Brushless Exciter (shaft mounted) - Rotor Leads', 'Shaft', 'Rotor Laminations', 'Rotor Collector Brushes, if present', 'Brushless Exciter (shaft mounted) - Stator Laminations', 'Brushless Exciter (shaft mounted) - Diode Wheel Insulating Mounts', 'Probes, e.g. speed, temperature,  vibration and partial discharge, if present', 'Brushless Exciter (shaft mounted) - Rotor: Windings', 'Brushless Exciter (shaft mounted) - Rotor Winding Band', 'Rotor Fans and Fan Hardware', 'Filters, if present', 'Bearing Housings', 'Stator Laminations', 'Bearings - Antifriction', 'Rotor Amortisseur Interpole Connector', 'Rotor Grounding Brushes, if present', 'Rotor Bars, Amortisseur Interpole Connector, and Shorting Rings']"
Gen_Aux_MV_2_V0,Generator - Auxiliary - Medium Voltage <15Kv - Sleeve Bearing - Air Cooled,"['Stator Winding Connections - brazed joints', 'Rotor Brush Rigging, if present', 'Space Heaters', 'Rotor Fan Blades', 'Brushless Exciter (shaft mounted) - Stator Leads', 'Brushless Exciter (shaft mounted) - Rotor Windings', 'Stator Leads and Electrical Connections', 'Machine Fits', 'Brushless Exciter (shaft mounted) - Stator Windings', 'Lead Box Gaskets, if present', 'Lubrication Delivery Piping & Connections, if present', 'Bearing Seals', 'Bearing Insulation', 'Rotor Collector Rings, if present', 'Rotor Bars and Shorting Rings', 'Frame, Enclosure, and Mounting', 'Stator: Windings, Blocking, Bracing, Surge rings includes wedges', 'Rotor Leads', 'Brushless Exciter (shaft mounted) - Diodes and Fuses', 'Rotor: Windings, pole pieces, and V-blocks (pole wedges)', 'Stator Core Air Ducts', 'Brushless Exciter (shaft mounted) - Rotor Laminations', 'Baffles, if present', 'Brushless Exciter (shaft mounted) - Rotor Leads', 'Shaft', 'Rotor Laminations', 'Rotor Collector Brushes, if present', 'Brushless Exciter (shaft mounted) - Stator Laminations', 'Brushless Exciter (shaft mounted) - Diode Wheel Insulating Mounts', 'Bearings - Sleeve', 'Probes, e.g. speed, temperature,  vibration and partial discharge, if present', 'Brushless Exciter (shaft mounted) - Rotor: Windings', 'Brushless Exciter (shaft mounted) - Rotor Winding Band', 'Rotor Fans and Fan Hardware', 'Filters, if present', 'Bearings Seals', 'Bearing Housings', 'Stator Laminations', 'Rotor Amortisseur Interpole Connector', 'Lubrication - Oil', 'Rotor Grounding Brushes, if present', 'Rotor Bars, Amortisseur Interpole Connector, and Shorting Rings']"
