TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description
BCS_Letter_1,Bar Code Delivery Sorter,"The equipment Bar Code Delivery Sorter, is categorized as Material Handling Asset and has the following boundary: The boundary of the Bar Code Delivery Sorter System, for the purpose of this database, is defined to include the following:  - Jogger table - Feeder - Transportation Module - Reader Elevator Transition Module (RET) - WFOV and ICS Readers - Computer system with report and label printers - Power supplies and distribution - Stacker modules","{'Feeder Wear Compensation Arm Assembly', 'Stacker Lower Front Panel Assembly', 'Feeder Staging Belt Tension Sprocket', 'Finger Guard Assembly (Stacker)', 'Gate Stop Assembly (Reader and Stacker)', 'Mechanical Roller & Bearing Assemblies', 'Jogger Motor', 'Feeder Pick Off Belt Servo Motor', 'Feeder Staging Belt Servo Motor Cables and Connectors', 'Feeder Paddle Pressure Sensor Controller (Fiberoptic)', 'LI1 Photocell (Jam Detection)', 'Feeder Paddle Pressure Sensor (Fiberoptic)', 'Door Panel Assembly', 'Stacker Volume Switches', 'Feeder Air Handler Assembly (including motor, pump, filter and regulator)', 'Feeder Phenolic Chain Guide', 'Tach Transducers (Reader & Transition Module)', 'Feeder Tach', 'Pulleys - Flanged (Timing)', 'P-RBK 11 Back Plane Assembly (Reader Module)', 'P-DZ90 Circuit Card (Photocell)', 'Descriptor Bus Terminator (Reader and End Stacker Module)', 'ICS Reader (Read Head and Electronics Enclosure)', 'Power Supplies, 24 and 42 VDC', 'Stacker Arm Spring Assembly', 'Jogger Paddle Assembly', 'Jogger Ground Straps', 'Edging Roller Sensor', 'Feeder Pick Off Belt Servo Motor Cables and Connectors', 'Motor Controller (Allen Bradley)', 'Card Cage Fan\n\n(Transport and Reader Module)', 'Pulleys - Idler', 'Feeder Control Board SE-04', 'Feeder (Paddle) Guide Sleeve Assembly Index Bearing', 'Feeder Belt Pulleys', 'Feeder Paddle Wear Plate', 'Jogger Pillow Block Bearings and Shaft', 'Wide Field of View Assembly - Read Head', 'Stacker Fence Support Assembly including Bumper Support Assembly with Low Friction Tape', 'Feeder Paddle Stop Proximity Switch', 'Jogger Power Cable and Connector', 'Circuit Breaker Panel Assembly (Feeder Module)', 'Label Printers (Stacker Modules)', 'Circuit Card Assemblies (P-MCU xx, P-DRM 11, P-DRM 20, P-PDI 02, P-BAB 1, P-MIO96, P-TIF03, P-IJP-02)', 'Circuit Breaker Panel Assembly (Transport & Reader Module)', 'Feeder Staging Belt Drive Gear Chain', 'Feeder (Paddle) Guide Sleeve Assembly', 'Start Up Warning Lamps', 'Fuses (Reader and Stacker Modules)', 'Stacker Back Plane Chassis Assembly P-SBK 11 with PCB (P-STK-11/P-STK-03)', 'Feeder Paddle Drive Gear Motor Sprocket', 'Feeder Pick Off Belts', 'Wide Field of View Assembly - Computer', 'Feeder Paddle Pawl Assembly', 'Jogger Vibration Control Cable Assembly', 'Feeder Paddle Drive Gear Motor', 'Wide Field of View Assembly - Transformer', 'Terminal Strips', 'Operator Panel Assembly Switches (Pwr On/Off)', 'Feeder Jam Release Slide Assembly', 'Reader Control Relays', 'Main Power Distribution Unit', 'Operator Panel Assembly (OPA) Indicators', 'Power Factor Correction Capacitor Bank', 'Stacker Diverter Plate Cover Assembly (Wimpy Panel and Interlocks)', 'Stacker Four-Pocket, Pocket Assembly with Teflon Guide Strips', 'Filter\n\n(Transport and Reader Module)', 'Pusher Assembly (Stacker)', 'RET Module Transport and Drive Belts', 'Universal Light Barrier (ULB)', 'Jogger Drive Link', 'Feeder Paddle Tension Chain Sprocket', 'Stacker Warning Lamps', 'Pulleys - Drive', 'Drive Motor AC (Transport, Stacker & Elevator Module)', 'Reader Diverter Back Plane Driver Assembly (P-P-WMMB-3), shown in elevator module', 'Feeder Pressure Lever Assemblies', 'Auger Belts O-Ring (Stacker)', 'Auger Assembly (Stacker)', 'Stacker Drive Shaft Assembly', 'Pulleys - Driven', 'Jogger Drive Belt', 'Feeder Power Supplies, 5V and 24V', 'Feeder Staging Belt Drive Servo Motor Sprocket', 'Feeder Stripper Assembly', 'Jogger Vibration Control Assembly', 'Stacker Manual Motor Starter (Thermal Breaker)', 'E-Stops and Interlocks', 'Feeder Module Transport and Drive Belts', 'Reader & Stacker Diverter Gate Assembly', 'Stacker LCD Display Panel', 'Wiring and Cables (Power and Signals Communications)', 'P-LED10 Circuit Card (Photocell Emitter)', 'Reader Foam Roller', 'USB to Serial Converter (Edgeport) Connector (Reader Module)', 'Label Printers (Stacker Module)', 'Air/Vacuum Tubing', 'Feeder Letter Present Photo Sensor', 'Feeder A-18 Connector Board', 'Feeder Take-Away Pressure Roller Assemblies', 'Receptacle Box (Transport Module)', 'System Host Computer', 'Feeder Pressure Sensing Lever Assembly', 'Stacker Switch Mount Molded', 'Pressure Sensing Assembly Prox Switches', 'Feeder Staging Belt Drive Servo Motor', 'PIE Boards (Transport, Elevator, Reader and Transition)', 'Pressure Sensing Assembly Prox Switches Lever', 'E-Stops', 'Maintenance Key Switch', 'Jogger Motor Pulley', 'Feeder Paddle Drive Gear Chain', 'Feeder Staging Belt', 'Stacker Circuit Card Assemblies (P-PMB 32)', 'Start Warning Horns', 'Mode Indicators', 'P-PMB32 Solenoid Driver Back Plane', 'Gate Driver Boards', 'Feeder Slide Switch', 'Stacker Module Transport and Drive Belts'}",Bar Code Delivery Sorter,  - jogger table - feeder - transportation module - reader elevator transition module (ret) - wfov and ics readers - computer system with report and label printers - power supplies and distribution - stacker modules
Bearing_Rolling_Oil_V0,Bearing - Rolling Element - Oil,"The equipment Bearing - Rolling Element - Oil, is categorized as Rotating Asset and has the following boundary: The boundary of a Bearing - Rolling Element - Grease comprises:  - Bearing - Bearing seals - Bearing housing - Oil   Excluded are: - RTD's, if present - Vibration probes, if present - Oil supply system","{'Bearing Seals (contact type)', 'Bearing housings', 'Bearing Seals (non-contact type)', 'Bearings - Rolling Element', 'Bearing Seals (all types)', 'Lubrication - Oil'}",Bearing - Rolling Element - Oil,  - bearing - bearing seals - bearing housing - oil
Blower_PD_Roots_V0,Blower_Positive Displacement_Roots Type,"The equipment Blower_Positive Displacement_Roots Type, is categorized as Rotating Asset and has the following boundary: The boundary of a Roots Type Positive Displacement Blower, for the purpose of this database, is defined to include:  . Intake Filter . Blower Outlet Flange . Base . Blower itself  Excluded are:  . Motor Driver . Coupling","{'Headplates', 'Impeller Rotors', 'Oil or Grease Seals', 'Oil', 'Gear Trough (i.e. splash cover)', 'Driving Shaft Bearing Cover', 'Impeller Shafts', 'Base Plate', 'Feet and Lifting Lugs', 'Gear Case', 'Grease release vents', 'Air Intake Housing', 'Fibre Washers', 'Fasteners', 'Air Filter - Cartridge type', 'Bearings - Thrust', 'Bearings - Roller', 'Cylinder', 'O-Rings', 'Gaskets', 'Oil Thrower', 'Gears', 'Grease', 'Disc Springs'}",Blower_Positive Displacement_Roots Type,  . intake filter . blower outlet flange . base . blower itself
Boiler_AirPreHeater_Vert_V0,Air Pre-Heater - Vertical Type,"The equipment Air Pre-Heater - Vertical Type, is categorized as Fixed Asset and has the following boundary: An Air Pre-Heater vertical design is primarily for newer (>1970) coal fired plants and should also be useful for other fossil fuel plants.  The major elements of this device consists of the following: - Guide Bearing (Rolling Element) - Guide Bearing Housing - Guide Bearing Air Seal Cover - Rotor Assembly (Diaphragm, Stay Plates, Shell, Post, Trunnions) - Heating Elements (Baskets) - Hot, Cold, Intermediate - Drive Motor - Electric (Main or Auxiliary) - Auxiliary Drive Air Motor (The auxiliary drive will either be predominately an air motor or in some cases an electric motor, but not both.) - Drive Gearbox - Drive Pin Rack - Drive Pinion Gear - Seals (Axial, Radial, Bypass/Circumferential, Post) - Seal Plates (Hot Radial, Cold Radial, Axial, Sector, and Adjusters) - T-Bars - Support Bearing (Runner type with Pads) - Support Bearing (Radial - Rolling Element) - Support Bearing Housing - Radial Stub Shaft - Air Heater Housing - Lube Oil Systems (Guide, Support Bearing Rotor Drive with Cooler, Motor, Pump, Filters, Valves, Piping, Nozzles, Oil) - Air Heater Cleaner Soot Blower - Instrumentation - Pressure and Temperature (Local, DCS, Control Room)  The following components are excluded: - Power feed, controls, and switchgear","{'Soot Blower', 'Pin Rack', 'Lube Oil Metering Orifice, if present', 'Air Pre-Heater Housing', 'Lube Oil System (Guide Bearing, Support Bearing, Rotor Drive)', 'Auxiliary Drive Air Compressor, Tank, Air Filter, Oiler, and Solenoid Valve', 'Seal Plates (Hot Radial, Cold Radial, Axial, Sector)', 'Auxiliary Drive Air Compressor, Tank, Filter, Oiler, and Solenoid Valve', 'Heating Elements (Baskets) - Supports', 'Heating Elements (Baskets) - Hot', 'Support Bearing Air Seal Cover', 'Heating Elements (Baskets) - Cold', 'Pinion Shaft Seal', 'Guide Bearing (Rolling Element)', 'Drive Motor - Electric (Main or Auxiliary)', 'Drive Pinion Gear', 'Drive Gearbox oil cooler, if present', 'Support Bearing (Tilt Pad Type)', 'Lube Oil Cooling Heat Exchanger (Guide Bearing, Support Bearing, Rotor Drive)', 'Guide Bearing Air Seal Cover', 'Support Bearing Housing', 'T-Bars', 'Support Radial Bearing Stub Shaft', 'Heating Elements (Baskets) - Intermediate, if present', 'Drive Gearbox Frame', 'Instrumentation - Pressure and Temperature (Local, DCS, Control Room)', 'Drive Gearbox', 'Drive Motor and Gearbox Couplings', 'Seals (Axial, Radial, Bypass/Circumferential, Post)', 'Lube Oil (Guide Bearing, Support Bearing, Rotor Drive)', 'Guide Bearing Housing', 'Support Radial Bearing (Rolling Element)', 'Rotor Assembly (Diaphragm, Stay Plates, Shell, Post, Trunnions)', 'Auxiliary Drive Air Motor', 'Support Bearing Cover Shield'}",Air Pre-Heater - Vertical Type," - guide bearing (rolling element) - guide bearing housing - guide bearing air seal cover - rotor assembly (diaphragm, stay plates, shell, post, trunnions) - heating elements (baskets) - hot, cold, intermediate - drive motor - electric (main or auxiliary) - auxiliary drive air motor (the auxiliary drive will either be predominately an air motor or in some cases an electric motor, but not both.) - drive gearbox - drive pin rack - drive pinion gear - seals (axial, radial, bypass/circumferential, post) - seal plates (hot radial, cold radial, axial, sector, and adjusters) - t-bars - support bearing (runner type with pads) - support bearing (radial - rolling element) - support bearing housing - radial stub shaft - air heater housing - lube oil systems (guide, support bearing rotor drive with cooler, motor, pump, filters, valves, piping, nozzles, oil) - air heater cleaner soot blower - instrumentation - pressure and temperature (local, dcs, control room)  the following components are"
Brake_Disc_Air_Operated_V0,Brake - Disc - Air Operated,"The equipment Brake - Disc - Air Operated, is categorized as Material Handling Asset and has the following boundary: A typical Brake - Air Operated is comprised of the following: Note: This type of break has many uses and may be seen on equipment such as mobile equipment (trucks, earth movers, etc.), and some cranes both mobile and fixed. - Air cylinder - Drum - Brake shoes or pads  Excluded from treatment are the following: - Device upon which the break is mounted - Air Supply - Controls","{'Air or Pneumatic Cylinder - Bearings or Bushings, if present', 'Air or Pneumatic Cylinder', 'Air or Pneumatic Cylinder, Piston, and Rod', 'Air or Pneumatic Cylinder - Hose Connection Ports', 'Clevis pins, if present', 'Air or Pneumatic Cylinder, Piston, and Rod - Seals', 'Frame', 'Brake Disc', 'Air or Pneumatic Cylinder - Support rods and end caps, if present', 'Bolting, hardware, and fasteners', 'Mechanical linkages and brake arms', 'Air or Pneumatic Cylinder, Piston Ring, if present', 'Air Line Connector', 'Brake Pads, or Shoes', 'Torque spring'}",Brake - Disc - Air Operated, note
Brake_ElectroMechanical_V0,Brake - Electro-Mechanical,"The equipment Brake - Electro-Mechanical, is categorized as Miscellaneous Asset and has the following boundary: A typical Brake - Electro-Mechanical is comprised of the following: - Coil (AC/DC) - Drum or disc - Brake shoes or pads - Brake frame and hardware Excluded from treatment are the following: - Device upon which the break is mounted - Power and Control and all contained equipment, e.g. power supply or feed, switchgear, breakers","{'Holding or Pull-in coil', 'Clevis pins, if present', 'Connector and wiring', 'Magnetic air gap', 'Frame', 'Pivot needle bearings', 'Bolting, hardware, and fasteners', 'Mechanical linkages and brake arms', 'Brake Linings, Pads, or Shoes', 'Brake Drum', 'Torque spring'}",Brake - Electro-Mechanical, - coil (ac/dc) - drum or disc - brake shoes or pads - brake frame and hardware
BULK_BargeUnloader_LadderwFixedCantileverBoom_V0,	Barge Unloader Ladder Type with Fixed Cantilever Boom,"The equipment 	Barge Unloader Ladder Type with Fixed Cantilever Boom, is categorized as Material Handling Asset and has the following boundary: A typical Barge Unloader Ladder Type with Fixed Cantilever Boom is comprised of the following: 1) Barge Haul - Cable - Gearbox and Motor - Drum - Brake - Drum Gear and Pinion - Lube System - Idlers with Bearings - Pulleys and Bearings - Wire Rope (cable) Attachments 2) Breasting System - Hydraulic System - Wire Rope 3) Trolley - Rails - Cable - Cable Attachments - Gearbox and Motor - Couplings - Brakes - Structure - Bumpers - Thrust Rollers - Travel Limits 4) Boom - Buckets with Cutting Lip - Chain (Links, Pins and Bolts) - Rollers - Tail or Lower Sprocket (Shaft, Bearings) - Bucket Return Slides  - Upper Bucket Guide Rail - Discharge Chute and Liners - Bucket Drive System (Chain Sprockets, Drive Shaft, Drive Shat Bearings, OEM Drive Gears and Bearings, Reducer Gearbox and Motor, Coupling, Backstop)  - Lateral Limit Switch (Plunger Type) 5) Cantilever (Fixed Boom) - Frame - Guide Rollers - Rail - Hoist Cables - Hoist Drive (Motor, Gearbox, Brakes, Gears, Drum, Bearings, Couplings) - Operator Cab - Counter weight (Cable, Sheave, Weight, Open Spelter Sockets) 6) Gathering Conveyor - Pulleys - Belt - Idlers and Rollers - Scraper - Take-up System - Gearbox and Motor - Skirts - Structure - Lower Spill Plate 7) Fire Suppression - see exclusions 8) Lubrication - see exclusions  Excluded from treatment are the following: - Operator Cab - Components of the Fire protection or Suppression beyond those components listed in each major Failure Location - Components of the Lubrication System beyond those components listed in each major Failure Location - Power and Control and all contained equipment, e.g. power supply or feed, switchgear, breakers, HVAC, etc. - Sampling Equipment - Dust Suppression - Dust Collector - Slide gates - Magnetic Separators - Weight Scales - Downstream Conveyors - Grinders or Crushers - Cell (river pilings) - Cameras - Jib Cranes and Hoists - Communication","{'Gathering Conveyor', 'Fire Suppression', 'Cantilever (Fixed Boom)', 'Trolley', 'Breasting System', 'Fire suppression', 'Boom', 'Barge Haul System'}",	Barge Unloader Ladder Type with Fixed Cantilever Boom," 1) barge haul - cable - gearbox and motor - drum - brake - drum gear and pinion - lube system - idlers with bearings - pulleys and bearings - wire rope (cable) attachments 2) breasting system - hydraulic system - wire rope 3) trolley - rails - cable - cable attachments - gearbox and motor - couplings - brakes - structure - bumpers - thrust rollers - travel limits 4) boom - buckets with cutting lip - chain (links, pins and bolts) - rollers - tail or lower sprocket (shaft, bearings) - bucket return slides  - upper bucket guide rail - discharge chute and liners - bucket drive system (chain sprockets, drive shaft, drive shat bearings, oem drive gears and bearings, reducer gearbox and motor, coupling, backstop)  - lateral limit switch (plunger type) 5) cantilever (fixed boom) - frame - guide rollers - rail - hoist cables - hoist drive (motor, gearbox, brakes, gears, drum, bearings, couplings) - operator cab - counter weight (cable, sheave, weight, open spelter sockets) 6) gathering conveyor - pulleys - belt - idlers and rollers - scraper - take-up system - gearbox and motor - skirts - structure - lower spill plate 7) fire suppression - see exclusions 8) lubrication - see exclusions"
Bulk_CNVR_1,Coal Handling - Conveyor - Belt Type,"The equipment Coal Handling - Conveyor - Belt Type, is categorized as Material Handling Asset and has the following boundary: The boundary of a belt type conveyor is defined to include:  . Belt, pulleys, rollers . Belt turnovers, if present . Scrapers . Holdback (prevents belt slippage . Sensors and safety devices . Fire sensors, spray nozzles, and piping  Exclude the drive motor, switchgear, fluid drive coupling, gearbox, and other parts of the fire suppression system","{'Fire suppression piping', 'Scale, if present', 'Pulley bearings', 'Pulleys', 'Belt', 'Scrapers, if present', 'Misalignment switch', 'Speed switch', 'Rollers - static steering', 'Fire suppression nozzle(s)', 'Anti-static brush', 'Belt steering device or power trainer, if present', 'Holdback - oil filled', 'Rollers', 'Rollers - other', 'Emergency stop pull cord', 'Holdback - grease filled', 'Fire sensor'}",Coal Handling - Conveyor - Belt Type,"  . belt, pulleys, rollers . belt turnovers, if present . scrapers . holdback (prevents belt slippage . sensors and safety devices . fire sensors, spray nozzles, and piping  exclude the drive motor, switchgear, fluid drive coupling, gearbox, and other parts of the fire suppression system"
Bulk_CNVR_Belt_AC_GearMotor_V0,Material Handling - Conveyor - Belt Type with AC Gear Motor Drive,"The equipment Material Handling - Conveyor - Belt Type with AC Gear Motor Drive, is categorized as Material Handling Asset and has the following boundary: A belt conveyor driven by an AC 3 phase, 600V Class gearmotor with no speed control includes: - Conveyor frame, belt skirting, mounting, and cover - Main belt, pulleys, rollers and guides - Main belt turnovers, if present (see rollers and guides) - Scrapers/belt cleaners, if present - Holdback (prevents main belt slippage) - Main belt steering device or power trainer - Sensors and safety devices (emergency stop, speed switch, belt alignment - Drive gearmotor - TEFC or TE (3 phase, 600V class with no speed control) - Drive sprockets and chain Note:  This component is best represented by a straight belt conveyor with no additional roller sections.  Excludes: - Fire sensors, spray nozzles, and other parts of the fire suppression system (if present) - Power feed and switchgear","{'Motor bearings - rolling element (radial only)', 'Motor rotor bars and shorting rings (cast type)', 'Conveyor frame, belt skirting, mounting, and cover', 'Pulleys (main belt)', 'Speed switch (main belt)', 'Product scale, if present', 'Gearbox - gaskets', 'Motor external fan & cover', 'Emergency stop', 'Holdback (main belt) - oil filled', 'Motor stator winding blocking, bracing, wedges, and ties', 'Anti-static brush (main belt)', 'Lubrication - grease', 'Motor leads and electrical connections', 'Drive sprockets', 'Gearbox bearings - rolling element (radial and thrust)', 'Motor space heaters, if present', 'Scrapers or belt cleaners  (main belt), if present', 'Steering device or power trainer (main belt), if present', 'Motor output shaft', 'Pulley bearings (main belt)', 'Rollers and guides (main belt) - other', 'Lubrication - oil', 'Holdback (main belt) - grease filled', 'Motor stator laminations', 'Drive chain', 'Misalignment switch (main belt)', 'Motor or machine grounding wire', 'Rollers and guides (main belt) - static steering', 'Rollers and guides (main belt)', 'Gearbox - gears', 'Motor and Gearbox bearing shaft seals', 'Motor and Gearbox frame, enclosure, mounting, housing, or gear case', 'Main belt', 'Gearbox - oil breather', 'Motor stator windings'}",Material Handling - Conveyor - Belt Type with AC Gear Motor Drive," - conveyor frame, belt skirting, mounting, and cover - main belt, pulleys, rollers and guides - main belt turnovers, if present (see rollers and guides) - scrapers/belt cleaners, if present - holdback (prevents main belt slippage) - main belt steering device or power trainer - sensors and safety devices (emergency stop, speed switch, belt alignment - drive gearmotor - tefc or te (3 phase, 600v class with no speed control) - drive sprockets and chain note"
Bulk_CNVR_Belt_AC_MTR_V0,Material Handling - Conveyor - Belt Type with AC Motor Drive,"The equipment Material Handling - Conveyor - Belt Type with AC Motor Drive, is categorized as Material Handling Asset and has the following boundary: A belt conveyor driven by an AC  3 phase, 600V class electric motor with no gear reduction or speed control includes: - Conveyor frame, belt skirting, mounting, and cover - Main belt, pulleys, rollers and guides - Main belt turnovers, if present (see rollers and guides) - Scrapers/belt cleaners, if present - Holdback (prevents main belt slippage) - Main belt steering device or power trainer - Sensors and safety devices (emergency stop, speed switch, belt alignment - Drive motor - TEFC or TE (with no gearbox or speed control) - Drive pulleys and belts Note:  This is best represented by a straight belt conveyor with no additional roller sections.  Excludes: - Fire sensors, spray nozzles, and other parts of the fire suppression system (if present) - Power feed and switchgear","{'Motor bearings - rolling element (radial only)', 'Motor rotor bars and shorting rings (cast type)', 'Conveyor frame, belt skirting, mounting, and cover', 'Pulleys (main belt)', 'Motor shaft', 'Motor bearing shaft seal', 'Speed switch (main belt)', 'Scale, if present', 'Motor external fan & cover', 'Emergency stop', 'Holdback (main belt) - oil filled', 'Motor stator winding blocking, bracing, wedges, and ties', 'Anti-static brush (main belt)', 'Motor leads and electrical connections', 'Motor space heaters, if present', 'Scrapers or belt cleaners  (main belt), if present', 'Steering device or power trainer (main belt), if present', 'Rollers and guides (main belt) - other', 'Pulley bearings (main belt)', 'Lubrication', 'Holdback (main belt) - grease filled', 'Motor stator laminations', 'Misalignment switch (main belt)', 'Motor or machine grounding wire', 'Rollers and guides (main belt) - static steering', 'Drive pulleys and belts', 'Motor frame, enclosure, and mounting', 'Rollers and guides (main belt)', 'Motor endbells or bearing housings', 'Main belt', 'Motor stator windings'}",Material Handling - Conveyor - Belt Type with AC Motor Drive," - conveyor frame, belt skirting, mounting, and cover - main belt, pulleys, rollers and guides - main belt turnovers, if present (see rollers and guides) - scrapers/belt cleaners, if present - holdback (prevents main belt slippage) - main belt steering device or power trainer - sensors and safety devices (emergency stop, speed switch, belt alignment - drive motor - tefc or te (with no gearbox or speed control) - drive pulleys and belts note"
Bulk_CNVR_Pulv_Feeder_Belt_V0,Pulverizer Coal Feeder - Belt Type,"The equipment Pulverizer Coal Feeder - Belt Type, is categorized as Material Handling Asset and has the following boundary: The Pulverizer Coal Feeder - Belt Type, either a Volumetric belt type, or a Gravimetric belt type with or without a load cell, includes the components listed below.  The boundary of the component is from the outlet flange of the coal hopper isolation valve to the outlet flange of the feeder to the pulverizer.  Note: This treatment is not appropriate for units in long term reserve shutdown, extended layup, or other similar non-operating conditions.  Included are: - Belt(s) and belt splices - Pulleys (drive and take-up) - Bearings - Gearboxes (belt and clean-out) - Motor drives (belt and clean-out) - Drive couplings (belt and clean-out) - Internal wiring - Clean-Out assembly - Housing and structure - Feeder instrumentation (speed, weight - if present, Gravimetric type only) - Belt scale components including load cells, if present, Gravimetric type only - Table or support pan, leveling bar, scrapers, and skirts - Seal air valve - Fire Protection  Components excluded from this component include:   - Pulverizer and its drive For the feeder: - Control system - Breakers, including power and control wiring - Seal air blower - Coal pipes - Integrator and all aspects concerning coal  - Clutch (usually replaced by VFD motor drives)","{'Pulley Bearings - Head, Tail, Tension', 'Internal Wiring and Connections (Load Cell, Speed sensor, Port Lights, etc.)', 'Motor and Gearbox - Bearing Shaft Seals (Belt or Clean-Out)', 'Feeder Frame and Housing', 'Motor Bearings - Rolling Element (Belt or Clean-Out)', 'Lights', 'Gearbox and Motor - Frames, Enclosures, Mounting, Housing, or Gear Case  (Belt or Clean-Out)', 'Feeder Belt', 'Fire sensor', 'Motor Stator Windings (Belt or Clean-Out)', 'Feeder Belt Skirting', 'Feeder Belt Load Cell, if present', 'Lubrication - Oil', 'Feeder Clean-Out Assembly', 'Feeder Belt Support Pan', 'Rollers (Belt or Clean-Out)', 'Gearbox (Belt and Clean-Out)', 'Fire suppression piping', 'Motor Stator Laminations (Belt or Clean-Out)', 'Motor and Gearbox Couplings (Belt or Clean-Out)', 'Motor Leads and Electrical Connections (Belt or Clean-Out)', 'Motor Rotor Cast Type (Belt or Clean-Out)', 'Fire suppression nozzle(s)', 'Seal Air Valve', 'Lubrication - Grease', 'Motor or Feeder Grounding Wire (Belt or Clean-Out)', 'Leveling Bar', 'Speed Switch and Sensor (Belt or Clean-Out)', 'Motor External Fan & Cover (Belt or Clean-Out)', 'Feeder Belt Scrapers or Cleaners'}",Pulverizer Coal Feeder - Belt Type," this treatment is not appropriate for units in long term reserve shutdown, extended layup, or other similar non-operating conditions.  included are"
Bulk_CNVR_Pulv_Feeder_Vol_Star_V0,Pulverizer Coal Feeder - Volumetric Star or Overshot Roll Feeder,"The equipment Pulverizer Coal Feeder - Volumetric Star or Overshot Roll Feeder, is categorized as Material Handling Asset and has the following boundary: The Pulverize Coal Feeder - Volumetric Star or Overshot Roll Feeder includes the components listed below.  The boundary of the component is from the outlet flange of the coal hopper isolation valve to the outlet flange of the feeder to the pulverizer.  Note: This treatment is not appropriate for units in long term reserve shutdown, extended layup, or other similar non-operating conditions.  Included are: - Body - Liners (Housing, Door, Roll End) - Roll Spider and Blade Assembly - Roll Shaft - Feeder Hot Air Slot Plug - Bearings (shaft needle type) - Access Doors - Hinged Leveling Gate or Assembly - Chain and Sprocket - Variable Speed Drive Motor  Components excluded from this component include:   - Pulverizer and its drive For the feeder: - Control system - Breakers, including power and control wiring - Coal pipes","{'Lubrication - Grease', 'Liner (Housing, Door, Roll End)', 'Drive Chain and Sprocket', 'Variable Speed Drive Motor or Feeder Grounding Wire', 'Variable Speed Drive Motor Stator Laminations', 'Roll Spider', 'Variable Speed Drive Motor Stator Windings', 'Roll Shaft', 'Feeder Hot Air Slot or Plug', 'Variable Speed Drive Motor - Frames, Enclosures, Mounting, Housing', 'Variable Speed Drive Motor External Fan & Cover', 'Hinge Leveling Gate Assembly', 'Variable Speed Drive Motor Rotor Cast Type', 'Motor External Fan & Cover (Belt or Clean-Out)', 'Variable Speed Drive Motor Leads and Electrical Connections', 'Variable Speed Drive Motor - Rolling Element', 'Body', 'Variable Speed Drive Motor - Bearing Shaft Seals'}",Pulverizer Coal Feeder - Volumetric Star or Overshot Roll Feeder," this treatment is not appropriate for units in long term reserve shutdown, extended layup, or other similar non-operating conditions.  included are"
Bulk_CNVR_Rollers_and_Frame_V0,Material Handling - Conveyor - Rollers and Frame,"The equipment Material Handling - Conveyor - Rollers and Frame, is categorized as Material Handling Asset and has the following boundary: The boundary of a conveying device composed of Rollers and a Frame is: - Rollers (Idler, Powered, Thrust) - Positioning and Speed Sensors - Frame - Wiring and controls associated with the powered rollers and sensing devices  Excluded are: - Main power source, cables, and connection - Control and disconnect devices","{'Idler Rollers', 'Wiring (Powered Rollers and Position Sensors)', 'Support Frame and Structure', 'Powered Rollers', 'Thrust Rollers', 'Roller Positioning and Speed Sensor'}",Material Handling - Conveyor - Rollers and Frame," - rollers (idler, powered, thrust) - positioning and speed sensors - frame - wiring and controls associated with the powered rollers and sensing devices"
Bulk_CNVR_Screw_AC_GearMotor_V0,Material Handling - Conveyor - Screw Type with AC Gear Motor Drive,"The equipment Material Handling - Conveyor - Screw Type with AC Gear Motor Drive, is categorized as Material Handling Asset and has the following boundary: A screw type conveyor driven by an AC 3 phase, 600V Class Gear Motor (constant speed) includes: - Trough, stiffeners, and guard - Screw, shaft, seals, and bearings - Structure and Drive Base - Drive Gear Motor ( Note: Motor and Gear Box are integral  with no coupling, motor is C-Faced TEFC or TE and 3 phase, 600V class constant speed) - Drive sprockets, chain, and guards - Sensors and safety devices (emergency stop)  Excludes: - Conveyor external product feed - Fire sensors, spray nozzles, and other parts of the fire suppression system (if present) - Power feed and switchgear","{'Lubrication - Grease (Drive Motor, Chain, and Screw)', 'Motor Output Shaft', 'Motor Space Heaters, if present', 'Gearbox - Oil Breather', 'Drive Chain Guard', 'Trough, Stiffeners, and Guard', 'Structure and Drive Base', 'Screw Shaft', 'Screw Bearings - Rolling Element', 'Screw Bearing Housings', 'Motor Stator Laminations', 'Screw Blade', 'Motor and Gearbox Frame, Mounting, Gear Case', 'Motor or Conveyor Grounding Wire', 'Motor and Gearbox Bearing Shaft Seals', 'Motor External Fan & Cover', 'Motor Bearings - Rolling Element (Radial Only)', 'Drive Chain', 'Gearbox - Gears', 'Drive Sprockets', 'Motor Leads and Electrical Connections', 'Motor Rotor Bars and Shorting Rings (Cast Type)', 'Screw Bearing Seals', 'Lubrication - Oil (Drive Gearbox)', 'Motor Stator Windings', 'Gearbox Bearings - Rolling Element (Radial and Thrust)', 'Emergency Stop or Shutoff, if present', 'Motor Stator Winding Blocking, Bracing, Wedges, and Ties', 'Gearbox - Gaskets'}",Material Handling - Conveyor - Screw Type with AC Gear Motor Drive," - trough, stiffeners, and guard - screw, shaft, seals, and bearings - structure and drive base - drive gear motor ( note"
