TypeData.CompTypeID,TypeData.GenCompType,failure_locations
RLY_Time_1,Relay - Timing - Bellows Type,"['Wiring and terminations', 'Motor Driven Type', 'Contacts', 'Plunger and Bellows Assembly (Agastat only)', 'Circuit Board (Solid State Relays only)']"
RLY_Timing_ElectroPneumatic_ACCoil_V1,Relay - Electro-Pneumatic Timing - AC Coil,"['Terminations', 'Coil - AC', 'Contacts', 'Cover', 'Plunger and Bellows Assembly', 'Springs (contact pressure)']"
RLY_Timing_ElectroPneumatic_DCCoil_V1,Relay - Electro-Pneumatic Timing - DC Coil,"['Terminations', 'Contacts', 'Cover', 'Plunger and Bellows Assembly', 'Coil - DC', 'Springs (contact pressure)']"
Scale_1_V0,Scale - Load Cell,"['Wiring and Connections', 'Control Panel and Display, if present', 'Load Cell', 'Bolting, if present']"
SCR_Reactor_V0,Selective Catalytic Reduction System - SCR Reactor,"['Catalyst Seals', 'Catalyst', 'Differential Pressure Transmitter', 'Air Dryer - After Filter - Cartridge Type', 'Air Dryer - Desiccant Moisture Indicator', 'NOx Sample Test Grids', 'Thermocouple', 'Ammonia Slip Monitor', 'NOx Monitor - Extractive dilution type', 'NOx Monitor - In-situ type', 'Air Dryer - Drain Trap Strainer', 'Air Dryer - Oil Coalescing Pre-Filter - Cartridge Type', 'Catalyst Basket', 'Air Dryer - Manual Isolation Valves', 'Air Dryer - Check Valves', 'Air Dryer - Pressure Control Valves']"
SCR_TRAV_1,Water Intake Screen - Traveling Type,"['Splash housings - stainless steel, if present', 'TWS - Carrier chain/linkages', 'Control Cabinet - Timer, bi-stable switch, and other electronic devices', 'TWS - Drive Coupling (gear type)', 'Trash rack', 'TWS - Headshaft Carrier Chain Sprockets', 'Screen wash - Strainer - Seal or gasket', 'TWS - Motor', 'TWS - Drive chain or belt', 'Screen wash - Lines', 'TWS - Footshaft bearings,  life extension style (Stellite), if present', 'TWS - Head shaft bearing, bronze bushing (i.e. oil impregnated brass)', 'Screen wash - Strainer', 'TWS - Footshaft bearing (Bronze, i.e. oil impregnated brass bushing)', 'DP switch', 'TWS - Single Speed Fluid Drive', 'TWS - Headshaft Carrier Chain Sprockets (wear rim style)', 'Splash housings - fiberglass, if present', 'TWS - Footshaft', 'TWS - Head shaft', 'Screen wash - Strainer - Self Cleaning', 'TWS - Drive Coupling (flex spring type)', 'TWS - Baskets (painted carbon steel frame)', 'TWS - Gear reducer', 'Splash housings - painted steel, if present', 'TWS - Headshaft Drive Sprocket', 'TWS - Head shaft bearing, life extension style (e.g. Thordon elastomeric thermosetting resin type, ceramics, sealed roller ), if present', 'TWS - Basket bolting', 'Pneumatic instruments', 'Screen wash - Strainer - Housing', 'TWS - Footshaft Carrier Chain Sprockets', 'Screen wash - Nozzles', 'TWS - Drive shear pin', 'TWS - Guide rails and support steel', 'TWS - Baskets (painted carbon steel frame, stainless mesh)', 'Screen wash - Sensing lines', 'TWS - Drive Coupling (rubber insert type)']"
Shaft_1_V0,Shaft with Spline,"['Shaft', 'Spline']"
Shaft_Bearing_Housing_1_V0,Shaft with Bearing and Housing,"['Bolting', 'Flange(s)', 'Shaft', 'Bolt Holes']"
Shaft_Boot_Bellows_V0,Shaft with Boot or Bellows,"['Coupling Gear teeth', 'Coupling Sleeve Labyrinth Seal, if present', 'Coupling Sleeve Mating Gasket', 'Coupling Grease', 'Shaft', 'Coupling Fasteners', 'Coupling Sleeve Gasket or O-ring, if present']"
Shaft_Conductor_Roll_V0,Shaft - Conductor Roll - Shaft-Bearing-Collector Ring,"['Brush Rigging', 'Grease Fittings (e.g. Zirc type)', 'Collector Brushes', 'Sheave', 'Brush Rigging Connections', 'Collector Rings', 'Shaft', 'Bearings - Pillow Block - Spherical Roller Type', 'Grease', 'Brush Rigging Cover', 'Bolting']"
Shaft_FlangedEnd_1_V0,Shaft with Flanged End,"['Bolting', 'Flange(s)', 'Shaft', 'Bolt Holes']"
Shaft_GearCoupling_V0,Shaft with Geared Coupling,"['Coupling Gear teeth', 'Grease Fittings (e.g. Zirc Type), if present on coupling', 'Coupling Sleeve Labyrinth Seal, if present', 'Coupling Sleeve Mating Gasket', 'Shaft', 'Grease', 'Coupling Fasteners', 'Coupling Sleeve Gasket or O-ring, if present']"
Shaft_UniversalJoint_V0,Shaft with Universal Joint,"['Fasteners', 'Grease Fittings (e.g. Zirc Type), if present on coupling', 'Shaft', 'Universal Joints', 'Grease']"
Sheave_1_V0,Sheave,['Sheave']
Sheave_2_V0,Sheave with Hub,['Sheave']
Stack_1_V0,Stack with Dampers,"['Exhaust Stack - Damper Linkage', 'Expansion Joint - Belt type - Duct-to-Stack', 'Stack Foundation', 'Expansion Joint - Belt type - Duct-to-Stack - Flange Connection', 'Exhaust Stack - Drain', 'Exhaust Stack -Damper - Blade', 'Expansion Joint - Belt type - Duct-to-Stack - Bolted Fasteners', 'Exhaust Stack']"
Strainer_Mechanical_1_V0,Strainer - Mechanical,"['Strainer', 'Bolting or Fasteners', 'Casing', 'Leakage']"
Structure_Metal_1_V0,Structure - Metal_1,"['Welds', 'Structural Elements', 'Bolted Fasteners', 'Hinge points, if present']"
SWGR_CBPanel_1,Switchgear - Circuit Breaker Panel,"['Wiring, cables, and connectors', 'Circuit breakers', 'Terminal trips', 'Surge protectors', 'Main circuit breaker', 'Enclosure']"
SWGR_LoadCommInv_LiqCool_V0,Load Commutating Inverter (LCI)_Liquid Cooled,"['Thyristor/SCR', 'Pump Motor Controls - Electrical devices (control transformer, fuse & fuse block)', 'Pump Motor Controls - Device Lubricant (Internal to contactor/starter, molded case breaker, disconnect switch, etc.)', 'Pump Motor Controls - Control Switch', 'Coolant (water-glycol)', 'Isolation Transformer (Oil Type) - Desiccant', 'Pump Motor Controls - Contactor or Starter', 'Pump Motor Controls - Manual Disconnect Switch', 'Isolation Transformer (Oil Type) - Lightning or Surge Arrestors (Metal oxide varistor type)', 'Thyristor/SCR - Capacitors', 'Field Breaker, if present', 'Thyristor/SCR - Filter Resistors (Water Cooled)', 'Thyristor/SCR - Rack and Backplane - Current Feedback Burden Resistors', 'Disconnect Switch (Motorized - Generator & Neutral) - Primary Contacts and Insulation', 'Thyristor/SCR - Filter Resistors (Air Cooled)', 'Cabinet or Enclosure - Heater Thermostat', 'Isolation Transformer (Oil Type) - Electrical Connections', 'Micro-Processor Control - Power Supply', 'Isolation Transformer (Oil Type) - Core', 'Coolant Internal Tubing, Piping & Connections', 'System Controls - PLC (micro-processor controller/Operator User Interface)', 'Deionizer', 'Carbon Filter', 'Isolation Transformer (Dry Type) -Lightning or Surge Arrestors (Metal oxide varistor type)', 'Micro-Processor Control - Circuit Boards', 'Differential Pressure & Temperature Switches - Gaskets and O-rings', 'Pump Motor Controls - Terminal Strips', 'Isolation Transformer (Dry Type) -Transformer Enclosure with doors and penetrations', 'Pump Motor Controls - Indication (Status - LEDs or Lamps)', 'Temperature Control Valve (TCV - self-regulating type)', 'Isolation Transformer (Dry Type) -Transformer Enclosure Cooling Fan, if present', 'Isolation Transformer (Oil Type) - Transformer Oil', 'Micro-Processor Control - Circuit Breaker', 'Disconnect Switch (Motorized - Generator & Neutral) - Wiring, Cables and Connections', 'Isolation Transformer (Oil Type) - Windings', 'Isolation Transformer (Oil Type) - Instrumentation - Rapid/Sudden Pressure Relay (primary & aux)', 'Differential Pressure & Temperature Switches - Sensing Device (with Bourdon Tube or Bellows)', 'Isolation Transformer (Oil Type) - Valves - Manual', 'Isolation Transformer (Dry Type) -Windings', 'Cabinet or Enclosure', 'Isolation Transformer (Dry Type) -Core', 'Heat Exchanger (Liquid Cooled)', 'Isolation Transformer (Oil Type) - Bushings - Solid', 'Valves (Manual) - Body to Bonnet (Cover) Gasket', 'Differential Pressure & Temperature Switches - Sensing Line & Tube Fittings', 'Cabinet or Enclosure - Wiring, Cables and Connections', 'Isolation Transformer (Oil Type) - Instrumentation - Wiring, Cables and Connections', 'Cabinet or Enclosure - Cabinet Filter', 'Isolation Transformer (Oil Type) - Instrumentation - Level Alarms', 'Pump Motor Controls -Molded Case Breaker', 'Differential Pressure & Temperature Switches - Electrical Switch', 'Isolation Transformer (Oil Type) - Instrumentation - Gauge - Temperature (Oil and Winding)', 'Micro-Processor Control - Terminal & PC Board Connectors', 'Isolation Transformer (Oil Type) - Instrumentation - Gauge - Oil Level', 'Isolation Transformer (Oil Type) - Instrumentation - Internal wiring & connections', 'Thyristor/SCR - Fuses', 'Isolation Transformer (Oil Type) - Transformer Tank', 'Disconnect Switch (Motorized - Generator & Neutral) - Lubricant', 'Valves (Manual) - Seat or Disc', 'Micro-Processor Control - Wiring, Cables and Connections', 'Micro-Processor Control - Relays', 'Isolation Transformer (Oil Type) - Gaskets', 'Disconnect Switch (Motorized - Generator & Neutral) - Operating Mechanism (Gears, Sprockets, and Chains)', 'Current Transformer', 'DC Link Reactor', 'Thyristor/SCR - Heatsink', 'Tubing, Piping & Connections', 'Isolation Transformer (Oil Type) - Cooling Fins', 'Isolation Transformer (Dry Type) -Bushings - Solid', 'Isolation Transformer (Oil Type) - Gas Blanket Systems', 'Isolation Transformer (Oil Type) - Instrumentation - Pressure Vacuum Switch (Buckholtz Relay)', 'Isolation Transformer (Dry Type) -Electrical Connections', 'Isolation Transformer (Oil Type) - Pressure Relief Valve', 'Thyristor/SCR - Metal Oxide Varistors (MOV)', 'Instrumentation - Coolant Resistivity and Temperature Meter', 'Thyristor/SCR - Rack and Backplane', 'Cabinet or Enclosure - Heater', 'Disconnect Switch (Motorized - Generator & Neutral) - Electrical Devices (micro switches, aux. switches, local control handle, fuse blocks, aux. relays, electric motor)', 'Instrumentation - Coolant Resistivity and Temperature', 'Thyristor/SCR - Cooling Fan', 'Cabinet or Enclosure - Station Grounding', 'Isolation Transformer (Dry Type) -Alarms', 'Wiring, Cables and Connections', 'Valves (Manual) - Stem']"
SWGR_LV_1_V4,Switchgear - Low Voltage,"['Racking Mechanism (Breaker)', 'Current or Potential Transformer (CT/PT)', 'Operating Mechanism', 'Enclosure (Cubicle & Breaker)', 'Lubricant (Breaker moving parts)', 'Bus Stabs (Bus to Breaker)', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, fuse blocks, aux. relays, charging motor, heaters) Note: Some devices will be mounted on the breaker cart and some are mounted to the cubicle panel.', 'Main Current, Arc Quench, and Insulation', 'Racking Mechanism and Shutter Assembly (Cubicle)', 'Bus Stabs (Breaker to Bus)']"
SWGR_LV_1BKR_V0,Switchgear - Low Voltage - Breaker only,"['Racking Mechanism (Breaker)', 'Operating Mechanism', 'Lubricant (Breaker moving parts)', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, fuse blocks, aux. relays, charging motor, heaters) Note: Some devices will be mounted on the breaker cart and some are mounted to the cubicle panel.', 'Main Current, Arc Quench, and Insulation', 'Current Transformer (CT)', 'Bus Stabs (Breaker to Bus)']"
SWGR_MCC_1_V4,Switchgear - Motor Control Centers,"['Electrical devices, includes control wiring and transformer, fuse block, switches, and secondary disconnects', 'Bucket Manual Operating Mechanism', 'Lubricant (bucket manual operating mechanism)', 'Molded Case Breaker overcurrent trips', 'Molded Case Breaker undervoltage or shunt trip coils', 'Contactor or starter overload trips', 'Molded Case Breaker auxiliary devices', 'Cables, lugs, power leads, bus, raceway, and housing', 'Contactor or starter aux contacts', 'Contactor or starter primary contacts', 'Bus Stabs', 'Shutter Assembly (if present)', 'Molded Case Breaker operating mechanism', 'Contactor or starter operating mechanism', 'Enclosure', 'Molded Case Breaker primary contacts', 'Cables, lugs, and power leads']"
SWGR_MTR_Start_1,Switchgear - Motor Control_Starter Panel,"['Control Fuse', 'Molded case breaker', 'Wiring, cables, and connectors', 'Lubricant - contactor/starter/molded case breaker', 'Terminal strips', 'Contactor/starter', 'Manual disconnect switch', 'Electrical devices, includes control transformer, fuse block, switches, and secondary disconnects', 'Enclosure']"
SWGR_MV_2_Breaker_V0,Switchgear - Medium Voltage - 1kV to 15kV - Breaker only,"['Operating Mechanism', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, charging motor, heaters)', 'Lubricant', 'Bus Stabs', 'Main Current, Arc Quench, and Insulation']"
SWGR_MV_2_Cubicle_V0,Switchgear - Medium Voltage - 1kV to 15kV - Cubicle & Bus,"['Racking Mechanism and Shutter Assembly', 'Bus Stabs', 'Enclosure', 'Lubricant']"
SWGR_MV_2_V1,Switchgear - Medium Voltage - 1kV to 15kV,"['Operating Mechanism', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, charging motor, heaters)', 'Lubricant', 'Racking Mechanism and Shutter Assembly', 'Bus Stabs', 'Main Current, Arc Quench, and Insulation', 'Enclosure']"
SWGR_MV_3_Breaker_V0,Switchgear - Medium Voltage - 1kV to 15kV - Vacuum Bottle Type - Breaker only,"['Ground wiring and connections', 'Fuses (main)', 'Vacuum Bottle or Interrupter', 'Hardware and fasteners', 'Lubricant', 'Close and Trip Solenoid', 'Control Circuit and Auxiliary Electrical Devices (microswitches, auxiliary switches, secondary disconnects, local control handle, control fuses and fuse blocks, auxiliary relays, wiring, cabinet heaters, indicating lights)', 'Operating Mechanism (e.g. mechanical parts associated with opening, closing and tripping levels, arms, pivots, linkages, latches, pawls, springs, etc.)', 'Control Circuit  - Rectifier Module', 'Control Circuit - Transformer', 'Breaker Stabs']"
SWGR_MV_3_V0,Switchgear - Medium Voltage - 1kV to 15kV - Vacuum Bottle Type,"['Ground wiring and connections', 'Fuses (main)', 'Vacuum Bottle or Interrupter', 'Bus - Stabs (bus, starter or breaker)', 'Control Circuit and Auxiliary Electrical Devices - Starter and Cubicle (microswitches, auxiliary switches, secondary disconnects, local control handle, control fuses and fuse blocks, auxiliary relays, wiring, cabinet heaters, indicating lights)', 'Hardware and fasteners', 'Bus - Bus Bar, Cable Connections, Supports, Isolation Bushings and Standoffs', 'Lubricant (all moving parts in starter or breaker, racking mechanism, shutter assembly)', 'Close and Trip Solenoid', 'Racking Mechanism and Shutter Assembly', 'Enclosure - including doors, panels, and partitions', 'Operating Mechanism (e.g. mechanical parts associated with opening, closing and tripping levels, arms, pivots, linkages, latches, pawls, springs, etc.)', 'Bus - Supports, Isolation Bushings and Standoffs', 'Control Circuit  - Rectifier Module', 'Control Circuit - Transformer']"
SWGR_Panel_FreezeProtection_HeatTrace_1_V0,Switchgear - Panel - Freeze Protection Heat Trace_Chromolox,"['Disconnect Switch - Manual', 'Wiring and terminations', 'Circuit Breaker - Main', 'Temperature Controller Module (PLC -Programmable Logic Controller)', 'Heat Trace Tape', 'Control Switch - Hand/Off/Auto', 'Cabinet Heater Thermostat', 'Circuit Breakers - Heat Trace with Ground Fault Protection', 'Control - EOL Indicator Lights', 'Cabinet or Enclosure', 'Cabinet Heater', 'Terminal Strips', 'Control Power Fuse and Fuse Holder', 'Contactor']"
SWGR_Panel_HeatTrace_1_V0,Switchgear - Panel - Process Heat Trace_Chromolox,"['Disconnect Switch - Manual', 'Wiring and terminations', 'Relay - Contacts', 'Current Transformer', 'Fuses', 'Ground Fault Module', 'Heat Trace Tape', 'Relay - Coils', 'Indicator or Status Lights', 'Network Interface Module', 'Relay - Mechanical Assembly', 'Relay - socket', ""RTD's"", 'Transformer - Control Circuit', 'Rectifier (SSR)', 'PLC (Programmable Logic Controller)', 'Cabinet or Enclosure Cooling Fans', 'Cabinet or Enclosure']"
SWGR_PwrCtrl_1,Switchgear - Power and Control Panel,"['Wiring, cables, and connectors', 'Electrical devices: includes control transformer, fuse block, switches, and secondary disconnects', 'Line filter', 'Terminal strips', 'Circuit breakers', 'Surge protector', 'Status lights', 'Manual disconnect switch', 'Main circuit breaker', 'Phase reversal or loss detection relay', 'Enclosure', 'Control fuse']"
SWGR_SFC_AirCooled_V0,Static Frequency Converter (SFC) - Air Cooled,"['Thyristor/SCR', 'Current Transformer', 'DC Link Reactor', 'Thyristor/SCR - Cooling Fan Motor Controls - Contactor or Starter', 'Thyristor/SCR - Cooling Fan Motor Controls - Indication (Status - LEDs or Lamps)', 'Thyristor/SCR - Heatsink', 'Thyristor/SCR - Cooling Fan Motor Controls - Terminal Strips', 'Thyristor/SCR - Metal Oxide Varistor (MOV)', 'Thyristor/SCR - Cooling Fan Motor Controls - Control Switch', 'Thyristor/SCR - Cooling Fan Motor Controls - Manual Disconnect Switch', 'Thyristor/SCR - Capacitors', 'Field Breaker, if present', 'Thyristor/SCR - Fuses', 'Thyristor/SCR - Rack and Backplane - Current Feedback Burden Resistors', 'Thyristor/SCR - Cooling Fan Motor Controls -Molded Case Breaker', 'Thyristor/SCR - Filter Resistors (Air Cooled)', 'Cabinet or Enclosure - Heater Thermostat', 'Cabinet or Enclosure', 'Thyristor/SCR - Rack and Backplane', 'Cabinet or Enclosure - Heater', 'Cabinet or Enclosure - Wiring, Cables and Connections', 'Cabinet or Enclosure - Cabinet Filter', 'Thyristor/SCR - Cooling Fan Motor Controls - Device Lubricant (Internal to contactor/starter, molded case breaker, disconnect switch, etc.)', 'Thyristor/SCR - Cooling Fan Motor Controls - Electrical devices (control transformer, fuse & fuse block)', 'Thyristor/SCR - Cooling Fan', 'Cabinet or Enclosure - Station Grounding', 'Wiring, Cables and Connections']"
SWGR_VFD_600V_V0,Switchgear - Variable Frequency Drive - 600V (VFD),"['Wiring and Cables (Power , Control, and Communications)', 'Current Transformer', 'Power Supply', 'RFI Filter', 'Terminal strips', 'Battery (Assist Control Panel), if present', 'Communications Module, if present', 'Printed Circuit Logic Boards', 'Enclosure Cooling Fans', 'Air Filters', 'Terminal strips and Terminations', 'Relays', 'Inverter (IGBT)', 'Rectifier - Control Circuit Module (Full Wave)', 'Control Panel', 'Cabinet or Enclosure', 'Contactor', 'Disconnect Switch - Manual', 'Heatsink', 'Lubricant - Contactor and Disconnect Switch', 'Transformer - Control Circuit', 'Electrolytic Capacitor']"
SwitchLimit_2_V0,Switch - Large Mechanical Limit Type,"['Actuator arm', 'Steel roller', 'Switch', 'Wiring']"
Tank_Mixer_1,Tank Mixer or Agitator,"['Agitator Bearing Grease Seals', 'Packing Gland', 'Lubrication Delivery Tubes', 'Start-Stop Controls', 'Agitator Bearings - Antifriction', 'Motor Gaskets', 'Motor Stator Windings', 'Motor Stator Laminations', 'Motor Bearings - Antifriction', 'Motor Leads and Electrical Connections', 'Lubrication - Grease', 'Pulleys', 'Motor Fan', 'Frame and Mounting including hardware', 'Belts', 'Agitator Shaft', 'Packing (mixer shaft)', 'Motor Shaft', 'Motor Rotor bars and shorting rings (cast type)', 'Safety Guards', 'Motor Endbells or Bearing Housings', 'Motor Space Heaters', 'Motor Bearing Grease Seals', 'Tank or Vessel', 'Agitator Blades or Paddle']"
TankandHeater_1_V0,Tank with Electric Heater,"['Tank Ground (Earth) Connection, if present', 'Tank Breather, if present', 'Tank internal coating, if present', 'Tank Immersion Heaters', 'Access Hatch', 'Flex hose, piping, fittings, if present', 'Gaskets, if present', 'Tank']"
Tool_Pneu_HammerDrill_V0,Tool - Pneumatic - Hammer Drill,"['Gears and Shafts - Drive, Intermediate, Idler', 'Air Pipe (Hose) and Connectors (device only - not main nitrogen/air supply)', 'Cylinder Body', 'Packing - Nitrogen/Air Tube', 'Housing, Cover, Backhead, or Manifold', 'Tube - Nitrogen/Air Tube, Flushing Pipe, Shaft Tube', 'Pin Slots', 'Pins - Alignment, Roll, Spring, Shear', 'Nitrogen/Air Supply Line Connector to Drill and Air Motor', 'Gears - Drive, Intermediate, Idler', 'Plugs, Caps', 'Exhaust Swivel', 'Sleeve, Liner, Bushing, Slip Ring, or Shank Aligner', 'Lock Plate, Tabbed Washer, or Keys', 'Bearings - Needle Type (includes Thrust)', 'Striking Bar', 'Exhaust Muffler', 'Spring', 'Rubber - Nitrogen/Air Tube', 'Fasteners (Bolts, Nuts, T-Bolt, Tie Rod and Nut) - External', 'Drill Steel', 'Nitrogen/Air Supply Quality', 'Spacers, Rings, Seats, Adapters', 'Chuck', 'Piston', 'O-rings']"
Trailer_Enclosure_V0,Trailer with Enclosure,"['Trailer - Suspension', 'Trailer - Battery (Backup power for electric breaks), if present', 'Trailer - Electric Lights', 'Trailer - Wheel Bearings', 'Trailer - Battery Charger, if present', 'Trailer - Enclosure - Doors and Latches', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles', 'Trailer - Hitch or Coupling', 'Trailer - Brakes - Hydraulic', 'Trailer - Bed, Frame, and Lifting Lugs', 'Trailer - Jack and Stand', 'Trailer - Brakes - Electric', 'Trailer - Tires', 'Trailer - Levelers', 'Trailer - Wheel Bearing Grease', 'Trailer - Wheel Rims', 'Trailer - Brakes - Electric and Wiring', 'Trailer - Enclosure - Door Gas Springs']"
TURB_1800_1,Main Turbine - 1800RPM - HP,"['HP stationary diaphragms/blade rings', 'HP nozzle blocks', 'Front Standard Stub/Quill shaft', 'HP Casing piping bolted joint flanges', 'HP Bearings (journals only)', 'Front Standard Shaft-driven pump impeller, if present', 'HP Casing insulation, all types', 'HP blade tip packing', 'HP Couplings', 'HP Rotor Bore', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'HP end gland packing/steam seals', 'HP Dovetail/Blade Attachment', 'HP Bearings (journal and thrust)', 'HP Casing horizontal/vertical joints', 'HP Wheel/Disk', 'HP Blades Covers', 'HP horizontal joint', 'Supervisory Instrumentation -  Shell temperature indicators', 'HP Blade Root', 'HP Casing diaphragm and gland fits', 'HP oil seals', 'HP Journals', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'HP sliding feet', 'HP oil deflectors', 'HP gib/centering keys', 'HP stationary diaphragms/blade ring packing', 'HP Casing access covers', 'HP Blades', 'HP Casing pressure instruments', 'HP equalizer line']"
TURB_1800_2,Main Turbine - 1800RPM - LP,"['LP Coupling cover', 'LP Dovetail/Blade Attachment', 'LP Casing access covers', 'LP Wheel/Disk', 'Supervisory Instrumentation -  Last Stage Bucket Temperature', 'Performance piping', 'LP blade tip packing', 'LP horizontal joint', 'LP Blades Covers', 'LP Exhaust Hood Sprays', 'LP Lift/Jacking Pumps', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP Casing diaphragm and gland fits', 'LP Casing temperature instruments', 'Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP inner shell bolting shield', 'LP Blades', 'LP gib/centering keys', 'LP end gland packing/steam seals', 'LP stationary diaphragms/blade ring packing', 'Supervisory Instrumentation -  Shell temperature indicators', 'LP Rotor Bore, if present', 'LP Bearings (journals)', 'LP stationary diaphragms/blade rings', 'LP Journals', 'LP Couplings', 'LP oil deflectors', 'LP Blade Root', 'Turning gear', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Rupture disk', 'LP Blade Attachment pins', 'LP Bearing Oil Overflow Drains', 'LP oil seals', 'LP Casing piping bolted joint flanges', 'LP Casing piping bolted joint flanges (internal and external)', 'LP Casing horizontal/vertical joints', 'LP sliding feet, if present']"
TURB_3600_1,Main Turbine - 3600RPM - HP,"['HP nozzle blocks', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'HP Casing piping bolted joint flanges', 'Front Standard - Quill shaft', 'HP Rotor Body - wheel and disk', 'HP Casing insulation, all types', 'Front Standard - Control rotor (impeller, shaft, steady rest bearing, grounding shoes), if present', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'HP Couplings', 'HP Rotor Bore', 'HP Blade Roots', 'Front Standard - Shaft-driven pump impeller wear rings, if present', 'HP Bearings (journal only)', 'HP blade tip seal strips', 'Standard - sliding feet', 'HP Bearings (journal and thrust)', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'HP Casing horizontal/vertical joints', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'HP Blades Covers', 'HP Blade Root', 'HP equalizer valve', 'HP Casing diaphragm and gland fits', 'HP Heat Groove', 'HP oil seals', 'HP Journals', 'HP Diaphragms', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'HP oil deflectors', 'HP gib/centering keys', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'Front Standard - Shaft-driven pump impeller, if present', 'HP Blades', 'HP Casing pressure instruments', 'HP Packing land']"
TURB_3600_2,Main Turbine - 3600RPM - IP,"['IP Blade Root', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'IP Blade Roots', 'IP gib/centering keys', 'IP Casing horizontal/vertical joints', 'IP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'IP Casing pressure instruments', 'IP oil seals', 'Standard - sliding feet', 'IP Packing land', 'IP blade tip seal strips', 'IP Casing insulation, all types', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'IP oil deflectors', 'IP Casing piping bolted joint flanges', 'IP equalizer valve', 'IP Casing diaphragm and gland fits', 'IP Diaphragms', 'IP Rotor Bore', 'IP Bearings (journal and thrust)', 'IP Couplings', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'IP Blades', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'IP Journals', 'IP nozzle blocks', 'IP Bearings (journal only)', 'IP Blades Covers', 'IP Heat Groove']"
TURB_3600_3,Main Turbine - 3600RPM - LP,"['LP Coupling cover', 'LP Dovetail/Blade Attachment', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP Casing access covers', 'LP Wheel/Disk', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'LP Bearings (journal)', 'Performance piping', 'LP Turning gear', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP blade tip packing', 'LP horizontal joint', 'LP Blades Covers', 'LP Exhaust Hood Sprays', 'LP Lift/Jacking Pumps', 'LP Casing diaphragm and gland fits', 'LP Casing temperature instruments', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'LP inner shell bolting shield', 'LP Blades', 'LP gib/centering keys', 'LP end gland packing/steam seals', 'LP stationary diaphragms/blade ring packing', 'LP Rotor Bore, if present', 'LP stationary diaphragms/blade rings', 'LP Journals', 'LP Couplings', 'LP oil deflectors', 'LP Blade Root', 'LP Rupture disk', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP Blade Attachment pins', 'LP Bearing Oil Overflow Drains', 'LP oil seals', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Casing piping bolted joint flanges', 'LP Casing piping bolted joint flanges (internal and external)', 'LP Casing horizontal/vertical joints', 'LP sliding feet, if present']"
TURB_EHC_1,Main Turbine - EHC Hydraulics,"['Relief Valves', 'Pressure Switches', 'Servo Valves', 'Level and Limit Switches', 'Cabinet fan', 'Actuators, diaphragm', 'Breather (Desiccant media, silica gel and activated alumina)', 'Actuators, mechanical, e.g. Trip and Shutoff', 'Main Pump Rotating Components', 'Check Valve', 'Chemical Filter: Fullers Earth, Activated Alumina, or Modified Activated Alumina', 'Mechanical Filter and Strainers, e.g. Metal, Cellulose, and Synthetic Fiber Medias', 'Actuators, hydraulic', 'Solenoid Valves; e.g. Test, Trip, and Lockout', 'Accumulators', 'Unloader Valves, and Flow Control Valves', 'Coolers', 'Cabling', 'Phosphate Ester Fluid', 'Temperature Switch', 'Tubing, Piping and Supports', 'Heaters', 'Pressure Compensator', 'Pump Coupling']"
